delay_id,shipment_id,route_id,vehicle_id,transport_mode,departure_timestamp,distance_km,planned_transit_hours,actual_transit_hours,delay_hours,on_time,historical_route_reliability,congestion_level,weather_condition,transfer_count,handling_time_hours,day_of_week,peak_period,route_id_raw,shipment_id_raw
D03789,HS001406,R0070,TRK004,rail,2026-07-15 20:03:00,100.4,3.81,7.68,3.87,0,0.727,medium,clear,0,0.48,Wednesday,1,R070,S01406
D03790,HS001340,R0052,TRK041,road,2025-06-15 02:29:00,413.9,9.17,13.4,4.23,0,0.81,medium,cloudy,1,1.65,Sunday,0,R052,S01340
D03791,HS000660,R0012,TRK017,road,2025-01-06 19:32:00,352.4,10.57,15.98,5.41,0,0.808,medium,clear,2,3.29,Monday,1,R012,S00660
D03792,HS000857,R0027,TRK017,road,2025-05-03 04:35:00,255.3,6.17,8.77,2.6,0,0.873,low,rain,2,0.88,Saturday,0,R027,S00857
D03793,HS000996,R0052,TRK027,rail,2025-10-13 01:36:00,263.9,11.6,14.52,2.92,0,0.943,medium,clear,1,2.85,Monday,0,R052,S00996
D03794,HS000413,R0100,TRK027,road,2025-03-26 18:46:00,110.9,4.73,5.9,1.17,0,0.972,low,clear,0,0.55,Wednesday,1,R100,S00413
D03795,HS000436,R0048,TRK013,road,2025-05-02 18:23:00,513.6,10.32,14.55,4.23,0,0.85,high,clear,0,1.14,Friday,1,R048,S00436
D03796,HS000453,R0068,TRK002,road,2026-01-28 15:41:00,361.1,9.11,12.17,3.06,0,0.904,low,clear,2,2.14,Wednesday,0,R068,S00453
D03797,HS001398,R0038,TRK036,local,2025-06-12 02:44:00,167.4,7.73,12.44,4.71,0,0.723,medium,rain,0,2.34,Thursday,0,R038,S01398
D03798,HS000778,R0029,TRK018,road,2025-03-19 12:16:00,221.1,8.91,13.17,4.26,0,0.739,low,rain,1,1.65,Wednesday,0,R029,S00778
D03799,HS001077,R0036,TRK036,rail,2026-04-17 16:45:00,236.0,8.36,12.86,4.5,0,0.871,high,clear,1,2.77,Friday,0,R036,S01077
D03800,HS001374,R0038,TRK045,road,2026-03-14 01:50:00,444.8,9.19,14.8,5.61,0,0.817,high,cloudy,3,1.46,Saturday,0,R038,S01374
D03801,HS000119,R0073,TRK006,road,2026-02-21 18:42:00,364.8,9.08,13.64,4.56,0,0.807,high,clear,0,2.37,Saturday,1,R073,S00119
D03802,HS000420,R0044,TRK040,local,2026-07-09 06:52:00,505.9,15.56,18.13,2.57,0,0.873,low,clear,2,0.92,Thursday,0,R044,S00420
D03803,HS001247,R0065,TRK035,rail,2025-03-14 07:47:00,40.8,2.13,6.01,3.88,0,0.921,low,rain,2,2.53,Friday,1,R065,S01247
D03804,HS000786,R0061,TRK023,road,2026-01-12 15:00:00,59.4,3.22,6.22,3.0,0,0.837,low,clear,2,3.95,Monday,0,R061,S00786
D03805,HS000444,R0019,TRK012,road,2025-06-06 10:06:00,66.5,2.69,5.35,2.66,0,0.792,medium,clear,0,2.42,Friday,0,R019,S00444
D03806,HS001493,R0090,TRK042,road,2026-01-17 21:36:00,315.2,13.88,15.44,1.56,0,0.945,low,cloudy,1,2.43,Saturday,0,R090,S01493
D03807,HS001408,R0025,TRK036,road,2025-08-11 22:41:00,316.4,8.81,12.36,3.55,0,0.742,high,cloudy,0,1.3,Monday,0,R025,S01408
D03808,HS000331,R0058,TRK026,road,2026-08-20 09:15:00,460.1,10.3,13.96,3.66,0,0.778,low,rain,0,1.51,Thursday,1,R058,S00331
D03809,HS000526,R0017,TRK022,road,2025-02-21 22:13:00,458.6,15.46,19.3,3.84,0,0.843,high,cloudy,0,2.39,Friday,0,R017,S00526
D03810,HS000127,R0055,TRK031,road,2025-05-01 11:27:00,413.8,16.19,22.13,5.94,0,0.934,high,rain,2,1.55,Thursday,0,R055,S00127
D03811,HS000495,R0028,TRK038,road,2026-01-28 18:45:00,445.5,9.72,12.4,2.68,0,0.971,low,clear,0,1.07,Wednesday,1,R028,S00495
D03812,HS000334,R0033,TRK003,rail,2025-08-27 08:57:00,442.6,10.09,16.06,5.97,0,0.863,medium,heavy_rain,1,2.36,Wednesday,1,R033,S00334
D03813,HS000300,R0045,TRK012,rail,2025-12-26 21:49:00,251.1,7.63,11.01,3.38,0,0.819,low,rain,0,2.43,Friday,0,R045,S00300
D03814,HS000210,R0047,TRK009,rail,2025-09-16 17:12:00,435.9,13.16,15.25,2.09,0,0.952,medium,clear,0,0.38,Tuesday,1,R047,S00210
D03815,HS001208,R0036,TRK039,road,2025-03-29 12:45:00,76.3,4.5,7.05,2.55,0,0.917,medium,cloudy,1,2.17,Saturday,0,R036,S01208
D03816,HS000610,R0032,TRK034,road,2026-04-05 23:59:00,503.3,15.59,18.05,2.46,0,0.989,high,clear,0,0.74,Sunday,0,R032,S00610
D03817,HS001274,R0062,TRK030,rail,2025-09-17 08:52:00,144.5,5.09,10.16,5.07,0,0.837,high,clear,0,2.24,Wednesday,1,R062,S01274
D03818,HS000550,R0076,TRK005,road,2025-03-16 22:11:00,345.7,9.77,13.78,4.01,0,0.892,medium,cloudy,1,3.43,Sunday,0,R076,S00550
D03819,HS001468,R0086,TRK050,rail,2025-01-16 08:38:00,460.6,15.31,17.33,2.02,0,0.975,medium,cloudy,0,1.3,Thursday,1,R086,S01468
D03820,HS000214,R0045,TRK050,road,2025-10-05 12:44:00,425.6,17.42,19.66,2.24,0,0.938,medium,clear,1,2.82,Sunday,0,R045,S00214
D03821,HS000730,R0012,TRK024,road,2025-10-29 22:25:00,331.9,11.84,14.51,2.67,0,0.856,medium,cloudy,2,3.87,Wednesday,0,R012,S00730
D03822,HS001250,R0098,TRK026,road,2025-10-31 23:39:00,459.1,15.38,19.12,3.74,0,0.821,high,clear,0,1.66,Friday,0,R098,S01250
D03823,HS001365,R0002,TRK022,road,2025-11-22 20:41:00,200.2,7.75,13.33,5.58,0,0.869,low,heavy_rain,0,2.09,Saturday,1,R002,S01365
D03824,HS000074,R0032,TRK012,road,2025-05-12 18:11:00,90.6,3.94,8.19,4.25,0,0.931,low,heavy_rain,0,2.12,Monday,1,R032,S00074
D03825,HS001324,R0026,TRK020,road,2026-07-19 10:30:00,310.6,6.84,12.14,5.3,0,0.831,low,rain,3,4.18,Sunday,0,R026,S01324
D03826,HS000429,R0084,TRK018,rail,2026-02-17 09:46:00,229.6,5.37,10.81,5.44,0,0.739,medium,rain,1,3.03,Tuesday,1,R084,S00429
D03827,HS000484,R0045,TRK002,rail,2026-02-25 10:12:00,184.4,7.18,11.99,4.81,0,0.749,low,heavy_rain,0,0.91,Wednesday,0,R045,S00484
D03828,HS000267,R0046,TRK042,rail,2026-05-12 10:00:00,50.3,3.58,8.06,4.48,0,0.841,high,clear,2,1.99,Tuesday,0,R046,S00267
D03829,HS000047,R0081,TRK038,road,2025-01-07 01:37:00,236.3,6.04,10.5,4.46,0,0.8,low,heavy_rain,0,1.64,Tuesday,0,R081,S00047
D03830,HS001405,R0057,TRK049,road,2025-10-03 21:03:00,160.1,5.25,5.62,0.37,1,0.86,low,clear,0,0.61,Friday,0,R057,S01405
D03831,HS000252,R0001,TRK009,road,2025-07-05 06:34:00,512.1,14.57,16.95,2.38,0,0.851,low,clear,0,1.89,Saturday,0,R001,S00252
D03832,HS000605,R0092,TRK038,road,2025-07-21 11:26:00,251.2,7.83,9.77,1.94,0,0.918,low,rain,1,0.75,Monday,0,R092,S00605
D03833,HS001159,R0026,TRK047,road,2025-06-23 12:35:00,49.3,2.21,8.69,6.48,0,0.81,high,heavy_rain,3,2.12,Monday,0,R026,S01159
D03834,HS000453,R0059,TRK009,local,2025-08-31 02:32:00,513.1,15.09,20.3,5.21,0,0.858,high,cloudy,2,1.54,Sunday,0,R059,S00453
D03835,HS000696,R0044,TRK002,road,2025-06-09 23:59:00,507.2,14.27,17.32,3.05,0,0.896,medium,clear,0,0.82,Monday,0,R044,S00696
D03836,HS000626,R0068,TRK032,local,2025-02-02 20:50:00,381.9,8.86,11.52,2.66,0,0.769,low,cloudy,1,1.49,Sunday,1,R068,S00626
D03837,HS000736,R0002,TRK041,road,2025-09-29 13:30:00,357.6,12.96,15.47,2.51,0,0.99,low,cloudy,1,2.43,Monday,0,R002,S00736
D03838,HS001276,R0005,TRK004,road,2026-01-05 17:37:00,190.7,5.1,8.08,2.98,0,0.774,low,cloudy,1,1.67,Monday,1,R005,S01276
D03839,HS001222,R0039,TRK040,road,2026-06-13 11:25:00,317.0,10.12,11.13,1.01,0,0.95,low,clear,1,1.89,Saturday,0,R039,S01222
D03840,HS000858,R0050,TRK032,road,2025-10-17 11:53:00,276.0,8.84,11.63,2.79,0,0.96,medium,clear,1,2.05,Friday,0,R050,S00858
D03841,HS000730,R0052,TRK015,road,2026-08-01 21:59:00,183.7,6.24,7.71,1.47,0,0.883,low,clear,0,1.4,Saturday,0,R052,S00730
D03842,HS000869,R0087,TRK017,rail,2025-09-15 07:31:00,94.6,4.62,8.06,3.44,0,0.79,low,rain,0,0.86,Monday,1,R087,S00869
D03843,HS000619,R0062,TRK044,road,2025-09-24 07:01:00,351.3,11.92,14.11,2.19,0,0.725,low,clear,0,1.41,Wednesday,1,R062,S00619
D03844,HS000822,R0086,TRK039,road,2025-12-21 13:52:00,446.0,16.65,22.22,5.57,0,0.761,medium,rain,2,3.77,Sunday,0,R086,S00822
D03845,HS000995,R0005,TRK022,road,2026-07-18 09:28:00,254.8,7.23,10.03,2.8,0,0.901,low,clear,1,1.96,Saturday,1,R005,S00995
D03846,HS000694,R0075,TRK025,road,2025-12-11 17:56:00,394.4,13.73,17.81,4.08,0,0.82,low,cloudy,2,2.65,Thursday,1,R075,S00694
D03847,HS001077,R0082,TRK042,rail,2025-07-11 22:44:00,334.3,9.02,11.61,2.59,0,0.925,low,clear,1,2.05,Friday,0,R082,S01077
D03848,HS001021,R0058,TRK013,road,2026-03-15 23:05:00,259.6,9.07,11.8,2.73,0,0.829,low,rain,1,3.08,Sunday,0,R058,S01021
D03849,HS001194,R0086,TRK006,road,2026-07-02 05:57:00,406.0,11.01,14.28,3.27,0,0.813,medium,cloudy,1,2.71,Thursday,0,R086,S01194
D03850,HS000910,R0098,TRK038,road,2025-08-15 19:55:00,384.5,10.04,15.5,5.46,0,0.806,medium,rain,2,2.12,Friday,1,R098,S00910
D03851,HS000102,R0040,TRK002,road,2026-04-19 03:11:00,79.3,3.35,7.0,3.65,0,0.904,high,rain,1,2.73,Sunday,0,R040,S00102
D03852,HS000247,R0096,TRK016,road,2025-10-20 17:46:00,368.1,11.53,14.05,2.52,0,0.873,low,clear,1,2.0,Monday,1,R096,S00247
D03853,HS001134,R0020,TRK035,road,2025-09-01 21:37:00,164.6,5.54,8.34,2.8,0,0.935,medium,rain,0,2.21,Monday,0,R020,S01134
D03854,HS000095,R0056,TRK028,road,2026-05-04 10:15:00,65.3,3.67,5.84,2.17,0,0.919,low,cloudy,1,3.0,Monday,0,R056,S00095
D03855,HS000858,R0050,TRK018,road,2026-04-28 15:47:00,353.5,13.58,17.94,4.36,0,0.873,medium,rain,1,2.4,Tuesday,0,R050,S00858
D03856,HS001446,R0037,TRK049,local,2026-07-06 09:06:00,373.1,13.45,17.54,4.09,0,0.742,low,cloudy,0,1.61,Monday,1,R037,S01446
D03857,HS000962,R0051,TRK010,road,2026-01-24 15:13:00,148.4,5.85,5.85,0.0,1,0.98,low,clear,0,2.4,Saturday,0,R051,S00962
D03858,HS000242,R0014,TRK028,road,2025-10-27 21:45:00,337.9,11.83,15.64,3.81,0,0.967,medium,heavy_rain,1,1.01,Monday,0,R014,S00242
D03859,HS000901,R0035,TRK025,road,2026-01-02 07:39:00,174.2,7.55,11.2,3.65,0,0.858,high,clear,1,1.47,Friday,1,R035,S00901
D03860,HS001169,R0068,TRK039,road,2026-03-22 12:58:00,392.0,12.43,15.73,3.3,0,0.811,low,clear,0,1.13,Sunday,0,R068,S01169
D03861,HS000388,R0073,TRK014,road,2026-08-02 00:56:00,391.1,13.13,18.95,5.82,0,0.971,medium,heavy_rain,1,2.88,Sunday,0,R073,S00388
D03862,HS000239,R0051,TRK035,road,2025-10-21 15:17:00,393.5,14.99,18.08,3.09,0,0.741,low,clear,1,2.14,Tuesday,0,R051,S00239
D03863,HS000428,R0089,TRK010,road,2026-05-30 02:47:00,441.6,13.21,14.84,1.63,0,0.806,low,cloudy,1,1.18,Saturday,0,R089,S00428
D03864,HS000381,R0080,TRK010,rail,2026-02-20 14:16:00,429.2,9.3,12.79,3.49,0,0.736,low,rain,0,0.77,Friday,0,R080,S00381
D03865,HS000446,R0004,TRK020,road,2026-05-26 21:22:00,254.1,7.11,8.18,1.07,0,0.855,low,rain,0,0.7,Tuesday,0,R004,S00446
D03866,HS000480,R0095,TRK032,road,2025-02-19 11:07:00,380.0,10.69,13.89,3.2,0,0.768,low,rain,1,2.65,Wednesday,0,R095,S00480
D03867,HS000166,R0027,TRK029,road,2025-08-05 01:13:00,177.2,6.12,8.59,2.47,0,0.913,medium,rain,0,1.88,Tuesday,0,R027,S00166
D03868,HS000029,R0029,TRK039,road,2025-03-05 18:05:00,104.6,3.56,6.85,3.29,0,0.834,low,clear,2,3.49,Wednesday,1,R029,S00029
D03869,HS001022,R0089,TRK002,rail,2025-10-22 14:39:00,144.7,5.16,9.21,4.05,0,0.783,low,clear,1,3.49,Wednesday,0,R089,S01022
D03870,HS001249,R0087,TRK027,road,2025-10-17 19:27:00,178.5,7.47,11.8,4.33,0,0.744,medium,clear,0,0.5,Friday,1,R087,S01249
D03871,HS000302,R0078,TRK019,rail,2025-09-07 17:27:00,112.5,4.58,10.42,5.84,0,0.77,high,clear,1,2.69,Sunday,1,R078,S00302
D03872,HS001378,R0006,TRK005,local,2026-04-22 03:44:00,58.6,3.26,4.06,0.8,0,0.86,low,clear,0,0.58,Wednesday,0,R006,S01378
D03873,HS000695,R0064,TRK020,local,2026-07-09 14:50:00,251.1,7.89,10.52,2.63,0,0.889,medium,clear,0,2.38,Thursday,0,R064,S00695
D03874,HS001039,R0032,TRK032,road,2025-04-06 02:13:00,168.0,4.2,6.03,1.83,0,0.854,low,clear,1,0.82,Sunday,0,R032,S01039
D03875,HS000492,R0086,TRK041,road,2026-02-25 23:07:00,66.5,3.83,8.67,4.84,0,0.738,high,clear,1,2.57,Wednesday,0,R086,S00492
D03876,HS001148,R0040,TRK006,road,2026-07-10 07:04:00,398.8,15.04,17.58,2.54,0,0.759,low,cloudy,0,0.49,Friday,1,R040,S01148
D03877,HS000855,R0038,TRK019,local,2025-11-08 09:35:00,494.0,14.61,17.27,2.66,0,0.933,medium,rain,1,1.12,Saturday,1,R038,S00855
D03878,HS000097,R0017,TRK047,local,2025-02-16 03:21:00,184.7,5.52,7.77,2.25,0,0.934,medium,clear,2,3.82,Sunday,0,R017,S00097
D03879,HS000312,R0093,TRK002,road,2025-08-25 15:59:00,495.0,15.25,18.12,2.87,0,0.768,low,clear,0,1.18,Monday,0,R093,S00312
D03880,HS000685,R0065,TRK033,road,2026-04-14 08:58:00,60.2,2.9,6.32,3.42,0,0.727,low,clear,0,2.15,Tuesday,1,R065,S00685
D03881,HS000260,R0085,TRK006,road,2026-01-31 10:10:00,479.9,9.92,12.92,3.0,0,0.733,low,clear,0,1.43,Saturday,0,R085,S00260
D03882,HS000984,R0050,TRK015,road,2025-02-23 19:35:00,458.4,12.02,14.59,2.57,0,0.751,low,clear,1,0.81,Sunday,1,R050,S00984
D03883,HS000758,R0096,TRK031,road,2025-03-02 04:56:00,108.1,3.44,6.58,3.14,0,0.758,low,rain,0,0.64,Sunday,0,R096,S00758
D03884,HS000451,R0061,TRK004,local,2025-09-06 19:30:00,490.6,11.33,16.07,4.74,0,0.765,high,rain,0,1.11,Saturday,1,R061,S00451
D03885,HS000473,R0092,TRK020,road,2025-11-03 08:34:00,93.9,4.21,7.2,2.99,0,0.875,medium,rain,1,1.8,Monday,1,R092,S00473
D03886,HS000881,R0008,TRK018,rail,2025-09-12 17:23:00,144.2,4.95,6.21,1.26,0,0.947,medium,cloudy,0,0.52,Friday,1,R008,S00881
D03887,HS000402,R0017,TRK039,road,2025-07-03 02:46:00,496.5,12.28,14.13,1.85,0,0.922,medium,clear,0,1.53,Thursday,0,R017,S00402
D03888,HS000122,R0031,TRK014,road,2026-04-24 21:51:00,430.9,11.21,12.61,1.4,0,0.908,low,rain,0,1.16,Friday,0,R031,S00122
D03889,HS000378,R0021,TRK009,road,2026-03-09 13:49:00,295.1,9.6,13.37,3.77,0,0.8,medium,rain,1,2.64,Monday,0,R021,S00378
D03890,HS000084,R0100,TRK048,road,2025-07-13 05:31:00,196.1,6.8,8.44,1.64,0,0.957,medium,clear,0,0.63,Sunday,0,R100,S00084
D03891,HS000452,R0094,TRK030,road,2026-06-20 22:18:00,283.1,8.85,12.13,3.28,0,0.841,low,clear,1,1.55,Saturday,0,R094,S00452
D03892,HS000951,R0100,TRK008,local,2026-03-26 00:55:00,251.8,9.87,11.23,1.36,0,0.916,low,clear,0,0.75,Thursday,0,R100,S00951
D03893,HS000405,R0042,TRK013,road,2026-04-12 19:01:00,511.4,19.17,22.41,3.24,0,0.943,low,rain,2,2.81,Sunday,1,R042,S00405
D03894,HS000762,R0064,TRK046,road,2026-01-22 07:29:00,299.1,8.41,11.7,3.29,0,0.893,low,cloudy,2,3.01,Thursday,1,R064,S00762
D03895,HS000618,R0083,TRK032,local,2025-11-12 21:31:00,288.1,9.06,12.0,2.94,0,0.782,low,cloudy,1,2.27,Wednesday,0,R083,S00618
D03896,HS000994,R0075,TRK009,local,2025-05-17 02:29:00,380.4,12.03,16.34,4.31,0,0.783,high,clear,0,1.3,Saturday,0,R075,S00994
D03897,HS000012,R0083,TRK040,road,2026-08-07 02:30:00,417.6,10.99,13.69,2.7,0,0.887,high,clear,0,2.11,Friday,0,R083,S00012
D03898,HS001415,R0033,TRK023,local,2025-04-15 03:02:00,130.6,3.25,7.04,3.79,0,0.779,medium,cloudy,0,1.53,Tuesday,0,R033,S01415
D03899,HS001408,R0050,TRK034,road,2025-01-15 15:29:00,179.7,6.95,8.69,1.74,0,0.977,low,clear,2,1.21,Wednesday,0,R050,S01408
D03900,HS000517,R0001,TRK015,road,2025-06-06 12:41:00,73.7,2.16,6.44,4.28,0,0.813,high,clear,1,1.61,Friday,0,R001,S00517
D03901,HS001136,R0065,TRK020,rail,2025-09-16 03:55:00,493.4,15.02,23.03,8.01,0,0.778,high,heavy_rain,1,1.9,Tuesday,0,R065,S01136
D03902,HS001005,R0019,TRK034,road,2025-01-22 00:06:00,308.0,6.52,8.12,1.6,0,0.976,medium,cloudy,0,1.41,Wednesday,0,R019,S01005
D03903,HS001113,R0029,TRK010,local,2026-04-06 00:58:00,98.6,3.95,6.88,2.93,0,0.799,medium,clear,1,2.09,Monday,0,R029,S01113
D03904,HS001423,R0057,TRK012,road,2025-04-13 09:17:00,499.5,17.18,18.55,1.37,0,0.926,medium,cloudy,0,0.84,Sunday,1,R057,S01423
D03905,HS001099,R0038,TRK002,road,2026-01-05 17:11:00,209.2,6.93,10.76,3.83,0,0.791,medium,clear,0,1.88,Monday,1,R038,S01099
D03906,HS001174,R0094,TRK002,rail,2026-02-26 00:52:00,398.2,9.22,11.58,2.36,0,0.898,medium,clear,0,1.68,Thursday,0,R094,S01174
D03907,HS000147,R0034,TRK043,road,2026-07-08 03:36:00,516.4,15.03,19.9,4.87,0,0.893,high,rain,1,2.53,Wednesday,0,R034,S00147
D03908,HS001413,R0093,TRK019,local,2026-07-04 17:20:00,85.6,3.68,7.83,4.15,0,0.771,medium,clear,0,1.98,Saturday,1,R093,S01413
D03909,HS001356,R0051,TRK013,road,2025-11-24 17:56:00,303.7,6.59,11.21,4.62,0,0.957,low,heavy_rain,1,2.83,Monday,1,R051,S01356
D03910,HS000918,R0083,TRK013,road,2025-05-12 10:37:00,245.8,8.34,10.49,2.15,0,0.819,low,clear,1,2.38,Monday,0,R083,S00918
D03911,HS000591,R0036,TRK021,rail,2025-06-15 05:41:00,172.1,7.04,8.32,1.28,0,0.877,medium,clear,0,1.35,Sunday,0,R036,S00591
D03912,HS000423,R0100,TRK013,road,2026-01-22 06:13:00,495.0,12.91,15.84,2.93,0,0.799,low,cloudy,1,1.47,Thursday,0,R100,S00423
D03913,HS000597,R0003,TRK017,road,2025-12-29 00:37:00,400.5,12.13,14.47,2.34,0,0.779,low,clear,0,1.8,Monday,0,R003,S00597
D03914,HS000573,R0078,TRK013,road,2026-08-09 23:36:00,275.4,8.34,11.45,3.11,0,0.828,medium,clear,0,2.12,Sunday,0,R078,S00573
D03915,HS000689,R0100,TRK001,road,2025-05-23 23:53:00,407.1,9.76,11.33,1.57,0,0.966,medium,rain,0,1.32,Friday,0,R100,S00689
D03916,HS000839,R0050,TRK011,rail,2026-04-13 22:38:00,396.1,13.31,17.15,3.84,0,0.833,medium,clear,0,1.43,Monday,0,R050,S00839
D03917,HS000138,R0095,TRK031,road,2026-07-15 08:59:00,140.1,5.44,10.78,5.34,0,0.825,low,rain,0,1.91,Wednesday,1,R095,S00138
D03918,HS001426,R0039,TRK017,road,2025-11-29 07:37:00,393.8,14.94,19.56,4.62,0,0.781,low,heavy_rain,1,2.05,Saturday,1,R039,S01426
D03919,HS001310,R0056,TRK009,road,2026-01-22 09:40:00,112.2,3.36,8.91,5.55,0,0.831,high,rain,0,0.34,Thursday,1,R056,S01310
D03920,HS001135,R0099,TRK047,road,2025-11-27 11:16:00,460.2,13.01,16.45,3.44,0,0.775,medium,rain,0,0.67,Thursday,0,R099,S01135
D03921,HS000613,R0097,TRK007,rail,2026-05-15 05:14:00,108.1,5.04,8.01,2.97,0,0.862,low,clear,1,2.92,Friday,0,R097,S00613
D03922,HS001199,R0039,TRK050,local,2025-04-30 04:45:00,291.2,6.36,7.77,1.41,0,0.887,low,cloudy,1,2.74,Wednesday,0,R039,S01199
D03923,HS001167,R0030,TRK042,road,2025-11-20 23:04:00,517.3,10.91,13.66,2.75,0,0.951,high,rain,1,1.95,Thursday,0,R030,S01167
D03924,HS000263,R0051,TRK035,local,2025-09-28 23:46:00,224.0,7.63,9.54,1.91,0,0.918,medium,rain,0,1.09,Sunday,0,R051,S00263
D03925,HS000136,R0061,TRK016,road,2026-07-23 13:57:00,48.9,2.39,5.07,2.68,0,0.723,low,cloudy,0,0.69,Thursday,0,R061,S00136
D03926,HS001488,R0059,TRK021,local,2026-02-27 20:46:00,421.0,9.78,13.53,3.75,0,0.986,medium,cloudy,3,3.78,Friday,1,R059,S01488
D03927,HS001392,R0093,TRK035,rail,2026-02-13 12:00:00,99.3,3.8,7.1,3.3,0,0.911,low,clear,2,2.1,Friday,0,R093,S01392
D03928,HS000108,R0039,TRK019,rail,2025-10-21 18:20:00,247.9,6.1,10.22,4.12,0,0.745,medium,clear,0,1.17,Tuesday,1,R039,S00108
D03929,HS000830,R0039,TRK014,road,2025-05-17 08:18:00,294.4,10.76,16.21,5.45,0,0.773,high,rain,0,1.65,Saturday,1,R039,S00830
D03930,HS001394,R0099,TRK017,road,2026-05-12 16:52:00,215.4,8.09,9.53,1.44,0,0.765,low,clear,1,1.18,Tuesday,0,R099,S01394
D03931,HS000515,R0059,TRK002,rail,2026-03-04 13:57:00,485.6,14.34,17.83,3.49,0,0.923,low,clear,2,3.69,Wednesday,0,R059,S00515
D03932,HS000918,R0061,TRK008,road,2025-02-27 15:54:00,443.6,16.31,19.24,2.93,0,0.866,medium,rain,0,2.37,Thursday,0,R061,S00918
D03933,HS000704,R0073,TRK031,road,2025-06-08 03:27:00,223.9,5.49,8.92,3.43,0,0.763,low,rain,1,2.14,Sunday,0,R073,S00704
D03934,HS000347,R0041,TRK012,road,2025-01-17 21:14:00,329.2,13.69,15.26,1.57,0,0.982,medium,clear,1,1.39,Friday,0,R041,S00347
D03935,HS000655,R0047,TRK017,local,2025-08-17 00:37:00,350.4,13.34,17.66,4.32,0,0.742,low,rain,0,1.03,Sunday,0,R047,S00655
D03936,HS000988,R0054,TRK046,road,2026-08-13 00:51:00,145.7,6.03,9.38,3.35,0,0.807,medium,cloudy,0,0.58,Thursday,0,R054,S00988
D03937,HS000750,R0048,TRK044,local,2025-06-22 02:12:00,113.3,4.25,8.47,4.22,0,0.772,high,clear,0,0.27,Sunday,0,R048,S00750
D03938,HS000968,R0068,TRK037,road,2025-06-12 09:44:00,257.3,7.78,9.26,1.48,0,0.989,low,cloudy,1,1.26,Thursday,1,R068,S00968
D03939,HS001055,R0010,TRK004,road,2026-06-02 03:58:00,317.7,9.82,12.3,2.48,0,0.78,low,clear,2,2.51,Tuesday,0,R010,S01055
D03940,HS001024,R0041,TRK035,local,2026-06-26 02:33:00,130.9,6.37,8.63,2.26,0,0.844,medium,cloudy,0,0.68,Friday,0,R041,S01024
D03941,HS000416,R0043,TRK005,rail,2025-06-17 09:33:00,283.4,6.97,9.58,2.61,0,0.917,low,clear,2,3.39,Tuesday,1,R043,S00416
D03942,HS001251,R0030,TRK033,road,2026-04-15 16:42:00,54.7,2.18,3.67,1.49,0,0.978,low,cloudy,2,3.58,Wednesday,0,R030,S01251
D03943,HS000769,R0040,TRK041,road,2026-02-06 15:45:00,416.9,10.72,14.82,4.1,0,0.975,medium,heavy_rain,0,2.43,Friday,0,R040,S00769
D03944,HS001321,R0023,TRK045,local,2025-11-15 21:53:00,131.2,5.76,7.72,1.96,0,0.861,medium,clear,0,0.46,Saturday,0,R023,S01321
D03945,HS000464,R0037,TRK026,road,2025-05-19 06:27:00,451.9,11.91,14.79,2.88,0,0.806,medium,clear,0,1.19,Monday,0,R037,S00464
D03946,HS001450,R0020,TRK008,rail,2026-04-09 14:19:00,259.9,5.96,8.45,2.49,0,0.848,medium,clear,0,0.87,Thursday,0,R020,S01450
D03947,HS000398,R0005,TRK003,rail,2026-08-13 19:57:00,476.7,12.51,14.7,2.19,0,0.951,low,clear,0,1.52,Thursday,1,R005,S00398
D03948,HS000270,R0092,TRK046,road,2025-04-06 23:51:00,449.9,10.53,13.67,3.14,0,0.933,low,clear,3,5.09,Sunday,0,R092,S00270
D03949,HS000337,R0079,TRK033,road,2026-01-10 11:23:00,323.4,12.55,15.42,2.87,0,0.776,medium,clear,0,1.83,Saturday,0,R079,S00337
D03950,HS001100,R0080,TRK020,road,2025-04-17 05:42:00,236.9,6.66,10.22,3.56,0,0.794,low,cloudy,2,3.31,Thursday,0,R080,S01100
D03951,HS000904,R0094,TRK022,road,2026-06-16 10:18:00,224.1,6.1,9.86,3.76,0,0.822,high,cloudy,0,1.4,Tuesday,0,R094,S00904
D03952,HS000324,R0054,TRK050,local,2025-08-20 12:31:00,385.1,9.45,14.82,5.37,0,0.756,medium,heavy_rain,2,3.64,Wednesday,0,R054,S00324
D03953,HS000550,R0016,TRK007,road,2026-03-23 15:30:00,435.1,10.0,11.78,1.78,0,0.827,low,clear,0,1.86,Monday,0,R016,S00550
D03954,HS000520,R0010,TRK008,local,2025-08-25 07:06:00,438.1,11.95,14.62,2.67,0,0.905,medium,clear,0,0.73,Monday,1,R010,S00520
D03955,HS000090,R0058,TRK040,road,2026-08-21 17:02:00,370.7,12.76,19.11,6.35,0,0.732,medium,clear,1,3.02,Friday,1,R058,S00090
D03956,HS000003,R0050,TRK037,road,2025-08-10 17:57:00,155.3,4.85,8.99,4.14,0,0.863,high,cloudy,0,1.69,Sunday,1,R050,S00003
D03957,HS001018,R0051,TRK003,road,2026-01-19 07:05:00,226.3,5.26,8.62,3.36,0,0.892,medium,clear,1,1.63,Monday,1,R051,S01018
D03958,HS000920,R0060,TRK032,road,2025-12-05 13:20:00,295.9,8.37,12.32,3.95,0,0.809,low,heavy_rain,0,0.71,Friday,0,R060,S00920
