record_id,shipment_id,hour_from_departure,temperature_c,required_min_temp_c,required_max_temp_c,sensor_quality,in_range,shipment_id_raw
T0004074,HS010942,6,4.95,2.0,8.0,Good,1,HS010942
T0004075,HS004702,7,5.58,2.0,8.0,Good,1,HS004702
T0004076,HS003498,7,0.0,-2.0,4.0,Fair,1,HS003498
T0004077,HS011037,14,7.05,2.0,8.0,Good,1,HS011037
T0004078,HS005095,6,3.39,2.0,8.0,Good,1,HS005095
T0004079,HS001286,4,11.9,8.0,12.0,Good,1,HS001286
T0004080,HS001360,10,25.65,15.0,30.0,Good,1,HS001360
T0004081,HS008869,6,13.11,8.0,13.0,Good,0,HS008869
T0004082,HS005607,24,9.13,8.0,13.0,Good,1,HS005607
T0004083,HS005704,16,-18.32,-20.0,-15.0,Fair,1,HS005704
T0004084,HS008207,0,3.14,2.0,8.0,Fair,1,HS008207
T0004085,HS003188,13,9.71,2.0,8.0,Good,0,HS003188
T0004086,HS010822,10,5.6,2.0,8.0,Good,1,HS010822
T0004087,HS006273,16,13.3,12.0,15.0,Fair,1,HS006273
T0004088,HS011736,11,2.99,2.0,8.0,Good,1,HS011736
T0004089,HS007745,16,5.43,2.0,8.0,Good,1,HS007745
T0004090,HS006238,21,6.27,2.0,8.0,Good,1,HS006238
T0004091,HS011489,20,9.79,8.0,12.0,Good,1,HS011489
T0004092,HS005567,3,7.05,2.0,8.0,Fair,1,HS005567
T0004093,HS010286,8,12.01,12.0,15.0,Good,1,HS010286
T0004094,HS010994,7,14.9,12.0,15.0,Good,1,HS010994
T0004095,HS010904,0,-0.28,-2.0,4.0,Good,1,HS010904
T0004096,HS003864,17,7.74,2.0,8.0,Good,1,HS003864
T0004097,HS001944,4,4.43,2.0,8.0,Fair,1,HS001944
T0004098,HS002717,17,29.46,15.0,30.0,Good,1,HS002717
T0004099,HS010566,0,9.07,8.0,13.0,Fair,1,HS010566
T0004100,HS001595,6,5.07,2.0,8.0,Good,1,HS001595
T0004101,HS006062,13,4.41,2.0,8.0,Good,1,HS006062
T0004102,HS003844,2,11.77,8.0,12.0,Good,1,HS003844
T0004103,HS011058,3,2.27,2.0,8.0,Good,1,HS011058
T0004104,HS003994,1,14.6,12.0,15.0,Good,1,HS003994
T0004105,HS001255,8,11.47,8.0,12.0,Good,1,HS001255
T0004106,HS003113,17,-19.74,-20.0,-15.0,Good,1,HS003113
T0004107,HS003067,22,12.55,8.0,13.0,Good,1,HS003067
T0004108,HS010919,15,25.55,15.0,30.0,Good,1,HS010919
T0004109,HS003811,14,20.44,15.0,30.0,Good,1,HS003811
T0004110,HS010662,4,18.75,15.0,30.0,Good,1,HS010662
T0004111,HS004427,15,4.3,2.0,8.0,Good,1,HS004427
T0004112,HS008204,4,26.22,15.0,30.0,Good,1,HS008204
T0004113,HS004304,16,-0.86,-2.0,4.0,Good,1,HS004304
T0004114,HS009479,14,12.7,8.0,13.0,Good,1,HS009479
T0004115,HS006350,13,12.42,8.0,13.0,Good,1,HS006350
T0004116,HS004260,2,3.52,-2.0,4.0,Good,1,HS004260
T0004117,HS010230,14,-16.9,-20.0,-15.0,Good,1,HS010230
T0004118,HS005632,10,12.5,12.0,15.0,Fair,1,HS005632
T0004119,HS005802,9,10.92,8.0,13.0,Good,1,HS005802
T0004120,HS005997,20,3.57,2.0,8.0,Good,1,HS005997
T0004121,HS011426,24,7.74,2.0,8.0,Good,1,HS011426
T0004122,HS002299,24,-0.02,-2.0,4.0,Fair,1,HS002299
T0004123,HS010054,15,28.71,15.0,30.0,Good,1,HS010054
T0004124,HS007134,12,25.42,15.0,30.0,Good,1,HS007134
T0004125,HS002318,15,12.13,8.0,13.0,Good,1,HS002318
T0004126,HS009457,20,10.59,8.0,13.0,Good,1,HS009457
T0004127,HS006207,4,4.63,2.0,8.0,Good,1,HS006207
T0004128,HS007810,15,15.25,15.0,30.0,Good,1,HS007810
T0004129,HS011187,0,10.81,8.0,12.0,Good,1,HS011187
T0004130,HS007001,18,8.72,8.0,13.0,Fair,1,HS007001
T0004131,HS008018,16,18.43,15.0,30.0,Good,1,HS008018
T0004132,HS008777,24,16.38,15.0,30.0,Good,1,HS008777
T0004133,HS006665,3,3.51,-2.0,4.0,Fair,1,HS006665
T0004134,HS009454,3,8.81,8.0,13.0,Good,1,HS009454
T0004135,HS002126,5,5.1,2.0,8.0,Fair,1,HS002126
T0004136,HS007675,12,5.14,2.0,8.0,Fair,1,HS007675
T0004137,HS007715,14,5.14,2.0,8.0,Fair,1,HS007715
T0004138,HS011001,1,3.78,2.0,8.0,Fair,1,HS011001
T0004139,HS008142,11,2.9,2.0,8.0,Good,1,HS008142
T0004140,HS002519,19,4.49,2.0,8.0,Fair,1,HS002519
T0004141,HS008030,14,9.07,8.0,13.0,Good,1,HS008030
T0004142,HS000016,12,12.78,8.0,13.0,Good,1,HS000016
T0004143,HS004386,24,26.25,15.0,30.0,Fair,1,HS004386
T0004144,HS008798,21,28.41,15.0,30.0,Good,1,HS008798
T0004145,HS007277,14,6.75,2.0,8.0,Good,1,HS007277
T0004146,HS008814,8,29.23,15.0,30.0,Fair,1,HS008814
T0004147,HS011798,22,10.24,2.0,8.0,Good,0,HS011798
T0004148,HS005922,3,-17.11,-20.0,-15.0,Good,1,HS005922
T0004149,HS008439,14,10.47,8.0,13.0,Fair,1,HS008439
T0004150,HS003808,2,3.68,-2.0,4.0,Good,1,HS003808
T0004151,HS008968,0,13.08,12.0,15.0,Good,1,HS008968
T0004152,HS007436,15,1.36,-2.0,4.0,Good,1,HS007436
T0004153,HS010060,16,14.7,12.0,15.0,Good,1,HS010060
T0004154,HS007097,21,12.28,12.0,15.0,Good,1,HS007097
T0004155,HS001755,1,28.2,15.0,30.0,Good,1,HS001755
T0004156,HS009030,4,20.86,15.0,30.0,Good,1,HS009030
T0004157,HS005781,8,3.8,-2.0,4.0,Fair,1,HS005781
T0004158,HS008648,9,9.33,8.0,13.0,Good,1,HS008648
T0004159,HS001136,21,2.45,2.0,8.0,Fair,1,HS001136
T0004160,HS005511,11,7.21,2.0,8.0,Good,1,HS005511
T0004161,HS007135,2,22.7,15.0,30.0,Good,1,HS007135
T0004162,HS003376,21,11.09,8.0,13.0,Good,1,HS003376
T0004163,HS001365,14,4.21,2.0,8.0,Good,1,HS001365
T0004164,HS007168,2,8.55,8.0,13.0,Good,1,HS007168
T0004165,HS010878,2,13.79,12.0,15.0,Good,1,HS010878
T0004166,HS005752,20,24.53,15.0,30.0,Good,1,HS005752
T0004167,HS007201,20,17.16,15.0,30.0,Fair,1,HS007201
T0004168,HS006938,22,21.59,15.0,30.0,Good,1,HS006938
T0004169,HS003316,10,4.46,2.0,8.0,Good,1,HS003316
T0004170,HS002670,9,10.92,12.0,15.0,Fair,0,HS002670
T0004171,HS006588,16,25.06,15.0,30.0,Good,1,HS006588
T0004172,HS008388,2,5.25,2.0,8.0,Good,1,HS008388
T0004173,HS011337,16,1.78,-2.0,4.0,Good,1,HS011337
T0004174,HS005350,21,6.24,2.0,8.0,Good,1,HS005350
T0004175,HS006657,12,-17.21,-20.0,-15.0,Fair,1,HS006657
T0004176,HS005415,9,2.23,-2.0,4.0,Good,1,HS005415
T0004177,HS010187,20,12.74,12.0,15.0,Fair,1,HS010187
T0004178,HS010337,2,-15.94,-20.0,-15.0,Fair,1,HS010337
T0004179,HS007385,7,14.57,12.0,15.0,Fair,1,HS007385
T0004180,HS005605,15,10.3,8.0,13.0,Good,1,HS005605
T0004181,HS009777,19,-17.95,-20.0,-15.0,Good,1,HS009777
T0004182,HS000709,13,12.56,8.0,13.0,Fair,1,HS000709
T0004183,HS003135,9,32.82,15.0,30.0,Good,0,HS003135
T0004184,HS007982,8,6.81,2.0,8.0,Good,1,HS007982
T0004185,HS001826,17,24.41,15.0,30.0,Good,1,HS001826
T0004186,HS009524,13,9.69,8.0,13.0,Good,1,HS009524
T0004187,HS011528,4,7.92,2.0,8.0,Good,1,HS011528
T0004188,HS008351,10,20.22,15.0,30.0,Fair,1,HS008351
T0004189,HS005028,16,9.41,8.0,12.0,Good,1,HS005028
T0004190,HS003061,9,12.83,12.0,15.0,Good,1,HS003061
T0004191,HS005564,2,-19.4,-20.0,-15.0,Good,1,HS005564
T0004192,HS007127,6,14.45,12.0,15.0,Good,1,HS007127
T0004193,HS001748,22,3.34,2.0,8.0,Good,1,HS001748
T0004194,HS009642,10,9.38,8.0,12.0,Good,1,HS009642
T0004195,HS004376,12,3.78,2.0,8.0,Fair,1,HS004376
T0004196,HS003765,21,6.53,2.0,8.0,Fair,1,HS003765
T0004197,HS006215,8,19.48,15.0,30.0,Good,1,HS006215
T0004198,HS004091,0,8.45,8.0,13.0,Good,1,HS004091
T0004199,HS000998,15,13.42,12.0,15.0,Good,1,HS000998
T0004200,HS011199,10,4.58,2.0,8.0,Good,1,HS011199
T0004201,HS009568,13,11.96,8.0,13.0,Good,1,HS009568
T0004202,HS005850,4,4.53,2.0,8.0,Fair,1,HS005850
T0004203,HS006918,16,3.2,2.0,8.0,Fair,1,HS006918
T0004204,HS007967,0,8.92,8.0,12.0,Good,1,HS007967
T0004205,HS005998,16,9.72,2.0,8.0,Fair,0,HS005998
T0004206,HS002090,2,9.59,8.0,12.0,Good,1,HS002090
T0004207,HS005298,13,5.69,2.0,8.0,Good,1,HS005298
T0004208,HS011340,9,11.23,8.0,12.0,Good,1,HS011340
T0004209,HS010398,17,2.29,2.0,8.0,Good,1,HS010398
T0004210,HS001281,0,13.79,12.0,15.0,Good,1,HS001281
T0004211,HS011390,8,20.41,15.0,30.0,Good,1,HS011390
T0004212,HS001639,19,6.75,2.0,8.0,Good,1,HS001639
T0004213,HS007534,23,11.28,8.0,13.0,Good,1,HS007534
T0004214,HS005538,15,29.84,15.0,30.0,Good,1,HS005538
T0004215,HS005921,20,7.02,2.0,8.0,Good,1,HS005921
T0004216,HS006998,2,2.58,2.0,8.0,Good,1,HS006998
T0004217,HS007600,21,6.78,2.0,8.0,Fair,1,HS007600
T0004218,HS001728,7,12.51,12.0,15.0,Fair,1,HS001728
T0004219,HS003529,22,14.71,12.0,15.0,Good,1,HS003529
T0004220,HS005688,0,2.92,2.0,8.0,Good,1,HS005688
T0004221,HS000854,10,7.46,2.0,8.0,Fair,1,HS000854
T0004222,HS008261,11,5.05,2.0,8.0,Good,1,HS008261
T0004223,HS004977,8,22.38,15.0,30.0,Fair,1,HS004977
T0004224,HS005640,0,12.46,12.0,15.0,Good,1,HS005640
T0004225,HS008924,0,5.36,2.0,8.0,Good,1,HS008924
T0004226,HS003909,16,21.56,15.0,30.0,Good,1,HS003909
T0004227,HS011878,21,15.84,15.0,30.0,Good,1,HS011878
T0004228,HS000273,12,22.39,15.0,30.0,Good,1,HS000273
T0004229,HS009275,20,3.37,2.0,8.0,Good,1,HS009275
T0004230,HS003563,9,8.09,8.0,13.0,Fair,1,HS003563
T0004231,HS007118,14,8.9,8.0,13.0,Good,1,HS007118
T0004232,HS001803,4,3.5,2.0,8.0,Good,1,HS001803
T0004233,HS003572,6,19.29,15.0,30.0,Fair,1,HS003572
T0004234,HS010300,11,19.76,15.0,30.0,Good,1,HS010300
T0004235,HS009600,15,3.89,2.0,8.0,Fair,1,HS009600
T0004236,HS001697,1,13.01,12.0,15.0,Fair,1,HS001697
T0004237,HS008831,20,3.54,2.0,8.0,Good,1,HS008831
T0004238,HS011370,9,28.93,15.0,30.0,Good,1,HS011370
T0004239,HS004268,22,6.99,2.0,8.0,Good,1,HS004268
T0004240,HS000145,12,21.88,15.0,30.0,Fair,1,HS000145
T0004241,HS011756,4,17.9,15.0,30.0,Good,1,HS011756
T0004242,HS009464,10,16.35,15.0,30.0,Good,1,HS009464
T0004243,HS001360,17,22.49,15.0,30.0,Good,1,HS001360
T0004244,HS000852,4,7.27,2.0,8.0,Fair,1,HS000852
T0004245,HS009385,4,9.34,8.0,13.0,Good,1,HS009385
T0004246,HS009850,6,16.57,15.0,30.0,Good,1,HS009850
T0004247,HS003632,24,6.12,2.0,8.0,Good,1,HS003632
T0004248,HS005062,10,6.11,2.0,8.0,Fair,1,HS005062
T0004249,HS009674,15,3.57,-2.0,4.0,Fair,1,HS009674
T0004250,HS002831,7,24.82,15.0,30.0,Fair,1,HS002831
T0004251,HS010274,18,12.44,12.0,15.0,Good,1,HS010274
T0004252,HS001275,9,1.46,-2.0,4.0,Good,1,HS001275
T0004253,HS009180,13,20.02,15.0,30.0,Good,1,HS009180
T0004254,HS001364,15,6.42,2.0,8.0,Good,1,HS001364
T0004255,HS008305,12,13.23,12.0,15.0,Good,1,HS008305
T0004256,HS009562,20,12.9,12.0,15.0,Fair,1,HS009562
T0004257,HS008464,12,-15.94,-20.0,-15.0,Good,1,HS008464
T0004258,HS006775,14,11.01,8.0,12.0,Good,1,HS006775
T0004259,HS005341,9,22.34,15.0,30.0,Fair,1,HS005341
T0004260,HS009147,22,7.52,2.0,8.0,Good,1,HS009147
T0004261,HS004276,5,10.73,8.0,12.0,Good,1,HS004276
T0004262,HS004282,19,5.94,2.0,8.0,Good,1,HS004282
T0004263,HS004081,0,22.65,15.0,30.0,Good,1,HS004081
T0004264,HS004905,3,7.5,2.0,8.0,Fair,1,HS004905
T0004265,HS000746,12,7.07,2.0,8.0,Good,1,HS000746
T0004266,HS005843,5,8.22,2.0,8.0,Good,0,HS005843
T0004267,HS009616,17,4.9,2.0,8.0,Good,1,HS009616
T0004268,HS010393,4,13.1,12.0,15.0,Good,1,HS010393
T0004269,HS009272,4,12.12,8.0,13.0,Good,1,HS009272
T0004270,HS005185,12,19.53,15.0,30.0,Good,1,HS005185
T0004271,HS005578,14,10.01,8.0,13.0,Good,1,HS005578
T0004272,HS006253,17,26.87,15.0,30.0,Good,1,HS006253
T0004273,HS010128,8,10.46,8.0,13.0,Good,1,HS010128
T0004274,HS002627,16,12.8,12.0,15.0,Fair,1,HS002627
T0004275,HS007002,5,3.26,2.0,8.0,Good,1,HS007002
T0004276,HS006389,22,8.17,8.0,12.0,Good,1,HS006389
T0004277,HS010794,4,12.65,12.0,15.0,Good,1,HS010794
T0004278,HS004587,23,8.32,8.0,12.0,Good,1,HS004587
T0004279,HS000820,16,-17.31,-20.0,-15.0,Good,1,HS000820
T0004280,HS005564,20,-18.4,-20.0,-15.0,Good,1,HS005564
T0004281,HS000718,0,4.63,2.0,8.0,Fair,1,HS000718
T0004282,HS003084,19,-17.33,-20.0,-15.0,Good,1,HS003084
T0004283,HS008249,13,7.88,2.0,8.0,Good,1,HS008249
T0004284,HS008553,11,10.76,8.0,12.0,Good,1,HS008553
T0004285,HS003529,21,13.88,12.0,15.0,Good,1,HS003529
T0004286,HS000016,0,11.75,8.0,13.0,Fair,1,HS000016
T0004287,HS002790,12,-1.12,-2.0,4.0,Fair,1,HS002790
T0004288,HS005891,17,24.55,15.0,30.0,Fair,1,HS005891
T0004289,HS008073,18,4.3,2.0,8.0,Good,1,HS008073
T0004290,HS011021,0,7.41,2.0,8.0,Good,1,HS011021
T0004291,HS009355,0,17.13,15.0,30.0,Good,1,HS009355
T0004292,HS011436,12,2.39,2.0,8.0,Good,1,HS011436
T0004293,HS011250,9,10.79,8.0,13.0,Good,1,HS011250
T0004294,HS005830,10,8.66,8.0,13.0,Good,1,HS005830
T0004295,HS006402,22,10.87,8.0,13.0,Good,1,HS006402
T0004296,HS007143,1,-19.78,-20.0,-15.0,Good,1,HS007143
T0004297,HS004349,20,0.05,-2.0,4.0,Good,1,HS004349
T0004298,HS009065,18,9.92,8.0,12.0,Good,1,HS009065
T0004299,HS005859,16,12.86,12.0,15.0,Fair,1,HS005859
T0004300,HS006111,17,4.46,2.0,8.0,Good,1,HS006111
T0004301,HS008146,1,22.63,15.0,30.0,Good,1,HS008146
T0004302,HS002177,22,13.11,12.0,15.0,Good,1,HS002177
T0004303,HS011092,23,-0.02,-2.0,4.0,Good,1,HS011092
T0004304,HS003222,5,6.56,2.0,8.0,Good,1,HS003222
T0004305,HS007706,10,6.87,2.0,8.0,Good,1,HS007706
T0004306,HS007370,9,6.33,2.0,8.0,Fair,1,HS007370
T0004307,HS001275,19,-1.55,-2.0,4.0,Fair,1,HS001275
T0004308,HS003608,1,1.49,-2.0,4.0,Good,1,HS003608
T0004309,HS001463,17,19.47,15.0,30.0,Good,1,HS001463
T0004310,HS010610,24,5.15,2.0,8.0,Good,1,HS010610
T0004311,HS001214,20,3.28,2.0,8.0,Good,1,HS001214
T0004312,HS001952,13,20.8,15.0,30.0,Good,1,HS001952
T0004313,HS009325,23,4.24,8.0,13.0,Fair,0,HS009325
T0004314,HS002655,2,21.71,15.0,30.0,Good,1,HS002655
T0004315,HS002980,0,9.72,2.0,8.0,Good,0,HS002980
T0004316,HS010135,17,4.36,2.0,8.0,Good,1,HS010135
T0004317,HS009556,5,10.44,8.0,13.0,Fair,1,HS009556
T0004318,HS005428,23,25.81,15.0,30.0,Good,1,HS005428
T0004319,HS010402,15,20.75,15.0,30.0,Fair,1,HS010402
T0004320,HS005218,21,2.24,2.0,8.0,Good,1,HS005218
T0004321,HS006733,3,7.19,2.0,8.0,Good,1,HS006733
T0004322,HS004724,5,6.95,2.0,8.0,Good,1,HS004724
T0004323,HS010361,17,14.11,12.0,15.0,Good,1,HS010361
T0004324,HS007123,2,24.27,15.0,30.0,Good,1,HS007123
T0004325,HS010423,9,29.28,15.0,30.0,Good,1,HS010423
T0004326,HS002410,4,7.42,2.0,8.0,Good,1,HS002410
T0004327,HS004793,12,12.94,8.0,13.0,Fair,1,HS004793
T0004328,HS001567,11,-16.23,-20.0,-15.0,Good,1,HS001567
T0004329,HS003040,4,5.37,2.0,8.0,Good,1,HS003040
T0004330,HS008988,17,17.38,15.0,30.0,Good,1,HS008988
T0004331,HS011676,13,-13.95,-20.0,-15.0,Good,0,HS011676
T0004332,HS004097,7,5.45,2.0,8.0,Good,1,HS004097
T0004333,HS011056,0,12.19,8.0,13.0,Good,1,HS011056
T0004334,HS009051,11,6.51,2.0,8.0,Fair,1,HS009051
T0004335,HS004957,21,8.86,8.0,13.0,Good,1,HS004957
T0004336,HS006308,12,10.64,8.0,13.0,Good,1,HS006308
T0004337,HS000903,24,13.93,12.0,15.0,Good,1,HS000903
T0004338,HS011417,16,6.44,2.0,8.0,Good,1,HS011417
T0004339,HS010913,2,-15.05,-20.0,-15.0,Fair,1,HS010913
T0004340,HS010344,18,10.2,8.0,13.0,Good,1,HS010344
T0004341,HS005674,3,27.88,15.0,30.0,Good,1,HS005674
T0004342,HS001264,4,-17.86,-20.0,-15.0,Good,1,HS001264
T0004343,HS010322,9,-17.05,-20.0,-15.0,Fair,1,HS010322
T0004344,HS003846,5,2.32,-2.0,4.0,Good,1,HS003846
T0004345,HS005337,9,4.72,2.0,8.0,Fair,1,HS005337
T0004346,HS004879,13,4.26,2.0,8.0,Fair,1,HS004879
T0004347,HS007163,16,12.0,8.0,12.0,Good,1,HS007163
T0004348,HS007188,12,13.04,12.0,15.0,Good,1,HS007188
T0004349,HS000544,16,19.19,15.0,30.0,Good,1,HS000544
T0004350,HS003280,21,10.55,8.0,12.0,Good,1,HS003280
T0004351,HS001216,11,1.71,-2.0,4.0,Fair,1,HS001216
T0004352,HS004964,19,7.95,2.0,8.0,Fair,1,HS004964
T0004353,HS002220,8,-15.25,-20.0,-15.0,Fair,1,HS002220
T0004354,HS001152,11,-1.5,-2.0,4.0,Good,1,HS001152
T0004355,HS010673,18,6.22,2.0,8.0,Good,1,HS010673
T0004356,HS007052,7,21.04,15.0,30.0,Good,1,HS007052
T0004357,HS007056,12,3.78,2.0,8.0,Good,1,HS007056
T0004358,HS000975,4,2.29,2.0,8.0,Fair,1,HS000975
T0004359,HS008785,7,20.81,15.0,30.0,Good,1,HS008785
T0004360,HS002384,2,13.84,12.0,15.0,Good,1,HS002384
T0004361,HS006226,3,13.6,8.0,13.0,Good,0,HS006226
T0004362,HS010225,20,12.32,12.0,15.0,Good,1,HS010225
T0004363,HS001108,1,13.93,12.0,15.0,Fair,1,HS001108
T0004364,HS003456,18,6.06,2.0,8.0,Fair,1,HS003456
T0004365,HS008903,20,7.22,2.0,8.0,Good,1,HS008903
T0004366,HS002861,13,29.28,15.0,30.0,Good,1,HS002861
T0004367,HS000906,23,-15.16,-20.0,-15.0,Good,1,HS000906
T0004368,HS005863,8,-16.4,-20.0,-15.0,Good,1,HS005863
T0004369,HS004647,22,10.43,8.0,12.0,Fair,1,HS004647
T0004370,HS008877,9,6.4,2.0,8.0,Fair,1,HS008877
T0004371,HS007150,15,8.24,8.0,12.0,Fair,1,HS007150
T0004372,HS002034,23,-18.45,-20.0,-15.0,Fair,1,HS002034
T0004373,HS000255,12,4.64,2.0,8.0,Good,1,HS000255
T0004374,HS009623,4,13.12,8.0,13.0,Fair,0,HS009623
T0004375,HS001113,7,8.65,8.0,12.0,Good,1,HS001113
T0004376,HS007689,8,3.74,-2.0,4.0,Good,1,HS007689
T0004377,HS010132,13,11.76,8.0,12.0,Good,1,HS010132
T0004378,HS004823,5,3.13,2.0,8.0,Good,1,HS004823
T0004379,HS003945,19,5.51,8.0,12.0,Fair,0,HS003945
T0004380,HS004766,19,23.04,15.0,30.0,Good,1,HS004766
T0004381,HS004797,2,29.76,15.0,30.0,Good,1,HS004797
T0004382,HS000877,10,9.5,8.0,12.0,Good,1,HS000877
T0004383,HS010039,13,6.63,2.0,8.0,Good,1,HS010039
T0004384,HS003849,7,7.11,2.0,8.0,Fair,1,HS003849
T0004385,HS009377,9,-19.64,-20.0,-15.0,Good,1,HS009377
T0004386,HS007049,7,3.05,-2.0,4.0,Good,1,HS007049
T0004387,HS009487,18,2.93,-2.0,4.0,Good,1,HS009487
T0004388,HS004051,12,28.87,15.0,30.0,Good,1,HS004051
T0004389,HS006706,21,4.54,2.0,8.0,Fair,1,HS006706
T0004390,HS000645,12,6.39,2.0,8.0,Fair,1,HS000645
T0004391,HS000677,6,8.21,8.0,13.0,Fair,1,HS000677
T0004392,HS003694,13,24.44,15.0,30.0,Good,1,HS003694
T0004393,HS000810,2,20.28,15.0,30.0,Good,1,HS000810
T0004394,HS007960,10,3.1,2.0,8.0,Fair,1,HS007960
T0004395,HS008633,5,2.21,2.0,8.0,Good,1,HS008633
T0004396,HS005275,20,22.6,15.0,30.0,Good,1,HS005275
T0004397,HS000922,1,3.72,2.0,8.0,Fair,1,HS000922
T0004398,HS011407,11,29.33,15.0,30.0,Good,1,HS011407
T0004399,HS005278,16,3.63,2.0,8.0,Good,1,HS005278
T0004400,HS000810,4,17.68,15.0,30.0,Fair,1,HS000810
T0004401,HS010134,7,9.86,8.0,12.0,Good,1,HS010134
T0004402,HS000325,23,23.8,15.0,30.0,Fair,1,HS000325
T0004403,HS001414,23,8.51,8.0,12.0,Good,1,HS001414
T0004404,HS002092,9,6.79,2.0,8.0,Good,1,HS002092
T0004405,HS007368,17,24.6,15.0,30.0,Good,1,HS007368
T0004406,HS008850,17,23.71,15.0,30.0,Good,1,HS008850
T0004407,HS007379,2,28.5,15.0,30.0,Good,1,HS007379
T0004408,HS006557,24,12.88,12.0,15.0,Good,1,HS006557
T0004409,HS006102,15,6.97,2.0,8.0,Fair,1,HS006102
T0004410,HS004815,24,8.45,8.0,12.0,Good,1,HS004815
T0004411,HS010869,7,7.72,2.0,8.0,Good,1,HS010869
T0004412,HS010378,11,2.59,2.0,8.0,Fair,1,HS010378
T0004413,HS009794,2,7.31,2.0,8.0,Fair,1,HS009794
T0004414,HS001643,7,5.7,2.0,8.0,Good,1,HS001643
T0004415,HS005713,22,11.61,8.0,12.0,Fair,1,HS005713
T0004416,HS009331,19,29.71,15.0,30.0,Good,1,HS009331
T0004417,HS001839,15,-16.38,-20.0,-15.0,Fair,1,HS001839
T0004418,HS009519,17,12.46,12.0,15.0,Good,1,HS009519
T0004419,HS010456,0,11.93,8.0,13.0,Good,1,HS010456
T0004420,HS007849,23,15.32,12.0,15.0,Fair,0,HS007849
T0004421,HS011296,3,14.97,12.0,15.0,Good,1,HS011296
T0004422,HS008325,18,11.1,8.0,13.0,Good,1,HS008325
T0004423,HS010368,6,6.8,2.0,8.0,Good,1,HS010368
T0004424,HS004255,2,6.43,2.0,8.0,Good,1,HS004255
T0004425,HS002866,17,5.97,2.0,8.0,Good,1,HS002866
T0004426,HS007478,12,5.86,2.0,8.0,Good,1,HS007478
T0004427,HS000333,20,8.12,8.0,12.0,Good,1,HS000333
T0004428,HS008163,11,10.65,8.0,13.0,Good,1,HS008163
T0004429,HS000020,15,25.35,15.0,30.0,Good,1,HS000020
T0004430,HS009900,5,28.28,15.0,30.0,Good,1,HS009900
T0004431,HS002182,14,5.89,2.0,8.0,Good,1,HS002182
T0004432,HS001438,19,7.43,2.0,8.0,Good,1,HS001438
T0004433,HS011982,20,8.94,8.0,12.0,Fair,1,HS011982
T0004434,HS011813,23,14.45,12.0,15.0,Good,1,HS011813
T0004435,HS009292,7,8.53,8.0,12.0,Good,1,HS009292
T0004436,HS007145,10,-2.73,2.0,8.0,Good,0,HS007145
T0004437,HS003900,15,3.69,2.0,8.0,Good,1,HS003900
T0004438,HS011082,10,19.17,15.0,30.0,Good,1,HS011082
T0004439,HS007956,9,-16.33,-20.0,-15.0,Good,1,HS007956
T0004440,HS011233,13,-0.9,-2.0,4.0,Good,1,HS011233
T0004441,HS004974,17,1.88,-2.0,4.0,Good,1,HS004974
T0004442,HS007593,21,2.15,2.0,8.0,Good,1,HS007593
T0004443,HS005263,10,14.82,8.0,13.0,Good,0,HS005263
T0004444,HS008436,17,14.3,8.0,13.0,Good,0,HS008436
T0004445,HS006882,17,-18.94,-20.0,-15.0,Fair,1,HS006882
T0004446,HS001123,20,27.57,15.0,30.0,Good,1,HS001123
T0004447,HS008195,24,31.94,15.0,30.0,Good,0,HS008195
T0004448,HS009961,8,28.44,15.0,30.0,Fair,1,HS009961
T0004449,HS001150,15,18.75,15.0,30.0,Fair,1,HS001150
T0004450,HS001049,10,17.67,8.0,13.0,Fair,0,HS001049
T0004451,HS004051,20,15.25,15.0,30.0,Fair,1,HS004051
T0004452,HS011518,0,5.08,2.0,8.0,Good,1,HS011518
T0004453,HS007548,7,9.54,8.0,12.0,Fair,1,HS007548
T0004454,HS001105,0,13.04,12.0,15.0,Good,1,HS001105
T0004455,HS006745,14,4.81,2.0,8.0,Fair,1,HS006745
T0004456,HS008903,13,4.53,2.0,8.0,Good,1,HS008903
T0004457,HS010185,21,3.7,2.0,8.0,Good,1,HS010185
T0004458,HS000079,2,23.03,15.0,30.0,Good,1,HS000079
T0004459,HS003313,12,3.71,-2.0,4.0,Good,1,HS003313
T0004460,HS001432,23,9.17,8.0,12.0,Good,1,HS001432
T0004461,HS002869,19,6.39,2.0,8.0,Fair,1,HS002869
T0004462,HS009404,13,-18.27,-20.0,-15.0,Good,1,HS009404
T0004463,HS008954,4,10.98,8.0,13.0,Fair,1,HS008954
T0004464,HS004358,11,5.63,2.0,8.0,Fair,1,HS004358
T0004465,HS002635,9,7.33,2.0,8.0,Good,1,HS002635
T0004466,HS010672,8,21.8,15.0,30.0,Good,1,HS010672
T0004467,HS004887,6,12.25,15.0,30.0,Good,0,HS004887
T0004468,HS007965,11,12.89,8.0,13.0,Good,1,HS007965
T0004469,HS002770,21,-0.58,-2.0,4.0,Good,1,HS002770
T0004470,HS010082,1,2.21,2.0,8.0,Fair,1,HS010082
T0004471,HS011228,16,23.3,15.0,30.0,Fair,1,HS011228
T0004472,HS003917,5,12.09,12.0,15.0,Good,1,HS003917
T0004473,HS004619,5,8.86,8.0,12.0,Good,1,HS004619
T0004474,HS007706,20,2.03,2.0,8.0,Fair,1,HS007706
T0004475,HS011939,23,10.3,8.0,12.0,Fair,1,HS011939
T0004476,HS003525,20,11.77,8.0,12.0,Good,1,HS003525
