availability_id,vehicle_id,date,vehicle_type,capacity_kg,min_temp_c,max_temp_c,home_location,current_location,availability_status,available_from,available_until,estimated_cost_per_km,maintenance_status,utilization_rate,vehicle_id_raw
VA03912,TRK0011,2026-04-02,Reefer,1000,4,12,Bhubaneswar,Kolkata,available,2026-08-30 12:00:00,2026-08-30 22:00:00,13.91,maintenance,0.316,TRK0011
VA03913,TRK0034,2025-05-10,Reefer,750,4,12,Balasore,Kolkata,available,2026-08-30 07:00:00,2026-08-30 20:00:00,34.75,good,0.321,TRK0034
VA03914,TRK0007,2025-03-23,Reefer,1500,2,12,Gopalpur,Kolkata,available,2026-08-30 06:00:00,2026-08-30 16:00:00,29.14,maintenance,0.812,TRK0007
VA03915,TRK0035,2026-07-18,Reefer,1000,4,12,Balasore,Rourkela,available,2026-08-30 14:00:00,2026-08-30 23:59:00,35.37,good,0.837,TRK0035
VA03916,TRK0007,2025-05-25,Local,300,10,35,Rourkela,Balasore,assigned,2026-08-30 12:00:00,2026-08-30 18:00:00,32.12,good,0.25,TRK0007
VA03917,TRK0035,2025-02-25,Reefer,500,-2,8,Kolkata,Rourkela,assigned,2026-08-30 12:00:00,2026-08-30 16:00:00,24.98,inspection_due,0.271,TRK0035
VA03918,TRK0013,2025-08-16,Reefer,2000,-2,8,Bhubaneswar,Balasore,assigned,2026-08-30 07:00:00,2026-08-30 20:00:00,28.36,good,0.335,TRK0013
VA03919,TRK0003,2025-07-29,Reefer,1500,2,8,Jajpur,Berhampur,available,2026-08-30 05:00:00,2026-08-30 16:00:00,30.57,good,0.687,TRK0003
VA03920,TRK0017,2025-06-21,Dry,750,15,35,Rourkela,Angul,assigned,2026-08-30 14:00:00,2026-08-30 16:00:00,16.08,good,0.174,TRK0017
VA03921,TRK0015,2026-08-15,Reefer,1000,4,12,Jajpur,Rourkela,unavailable,2026-08-30 07:00:00,2026-08-30 18:00:00,22.29,good,0.622,TRK0015
VA03922,TRK0050,2025-12-03,Dry,1000,15,35,Kolkata,Sambalpur,available,2026-08-30 10:00:00,2026-08-30 23:59:00,31.43,good,0.236,TRK0050
VA03923,TRK0004,2025-02-06,Reefer,750,-2,8,Gopalpur,Balasore,available,2026-08-30 10:00:00,2026-08-30 20:00:00,22.87,good,0.671,TRK0004
VA03924,TRK0025,2025-03-31,Dry,500,15,35,Puri,Sambalpur,assigned,2026-08-30 12:00:00,2026-08-30 18:00:00,23.79,good,0.347,TRK0025
VA03925,TRK0039,2025-10-25,Reefer,500,-2,8,Berhampur,Puri,assigned,2026-08-30 08:00:00,2026-08-30 18:00:00,15.93,maintenance,0.504,TRK0039
VA03926,TRK0041,2025-05-31,Local,500,10,35,Angul,Rourkela,available,2026-08-30 05:00:00,2026-08-30 20:00:00,24.35,good,0.744,TRK0041
VA03927,TRK0022,2026-04-05,Reefer,1000,2,8,Puri,Angul,maintenance,2026-08-30 14:00:00,2026-08-30 18:00:00,18.56,inspection_due,0.309,TRK0022
VA03928,TRK0012,2025-04-27,Dry,2000,15,35,Cuttack,Bhubaneswar,available,2026-08-30 12:00:00,2026-08-30 18:00:00,30.26,good,0.813,TRK0012
VA03929,TRK0003,2025-01-08,Dry,500,15,35,Puri,Angul,available,2026-08-30 08:00:00,2026-08-30 18:00:00,24.24,good,0.189,TRK0003
VA03930,TRK0007,2026-01-24,Dry,2000,15,35,Sambalpur,Bhubaneswar,maintenance,2026-08-30 14:00:00,2026-08-30 22:00:00,35.7,good,0.591,TRK0007
VA03931,TRK0017,2025-03-10,Reefer,1500,2,12,Sambalpur,Kharagpur,available,2026-08-30 08:00:00,2026-08-30 23:59:00,29.9,good,0.575,TRK0017
VA03932,TRK0030,2026-05-04,Reefer,500,2,8,Kharagpur,Balasore,available,2026-08-30 07:00:00,2026-08-30 18:00:00,22.64,good,0.413,TRK0030
VA03933,TRK0027,2026-04-03,Dry,750,15,35,Balasore,Kolkata,available,2026-08-30 05:00:00,2026-08-30 18:00:00,26.0,good,0.44,TRK0027
VA03934,TRK0024,2025-02-17,Local,750,10,35,Puri,Cuttack,available,2026-08-30 14:00:00,2026-08-30 16:00:00,17.2,good,0.464,TRK0024
VA03935,TRK0004,2025-08-09,Dry,1000,15,35,Berhampur,Puri,available,2026-08-30 12:00:00,2026-08-30 16:00:00,33.75,good,0.261,TRK0004
VA03936,TRK0017,2025-01-24,Reefer,2000,4,12,Bhubaneswar,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 20:00:00,24.67,maintenance,0.475,TRK0017
VA03937,TRK0035,2025-12-23,Local,300,10,35,Cuttack,Cuttack,available,2026-08-30 08:00:00,2026-08-30 20:00:00,16.01,inspection_due,0.554,TRK0035
VA03938,TRK0028,2026-05-19,Dry,750,15,35,Berhampur,Sambalpur,available,2026-08-30 08:00:00,2026-08-30 22:00:00,31.16,good,0.889,TRK0028
VA03939,TRK0035,2026-06-26,Dry,1500,15,35,Angul,Berhampur,assigned,2026-08-30 07:00:00,2026-08-30 22:00:00,19.75,inspection_due,0.908,TRK0035
VA03940,TRK0004,2025-03-18,Dry,750,15,35,Jajpur,Balasore,available,2026-08-30 14:00:00,2026-08-30 18:00:00,32.87,good,0.944,TRK0004
VA03941,TRK0024,2025-09-29,Local,300,10,35,Kolkata,Kharagpur,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,22.87,good,0.181,TRK0024
VA03942,TRK0043,2025-05-20,Dry,2000,15,35,Kolkata,Puri,available,2026-08-30 05:00:00,2026-08-30 22:00:00,12.99,good,0.666,TRK0043
VA03943,TRK0027,2026-07-21,Reefer,2000,4,12,Rourkela,Gopalpur,available,2026-08-30 05:00:00,2026-08-30 22:00:00,23.56,good,0.614,TRK0027
VA03944,TRK0018,2025-05-09,Reefer,750,4,12,Gopalpur,Kharagpur,available,2026-08-30 14:00:00,2026-08-30 18:00:00,37.45,good,0.302,TRK0018
VA03945,TRK0036,2026-04-28,Reefer,2000,4,12,Berhampur,Gopalpur,assigned,2026-08-30 07:00:00,2026-08-30 22:00:00,22.87,good,0.59,TRK0036
VA03946,TRK0013,2025-07-11,Reefer,1000,-2,8,Angul,Rourkela,assigned,2026-08-30 06:00:00,2026-08-30 22:00:00,28.83,inspection_due,0.827,TRK0013
VA03947,TRK0034,2026-06-25,Reefer,1500,2,8,Rourkela,Puri,unavailable,2026-08-30 06:00:00,2026-08-30 20:00:00,13.23,inspection_due,0.374,TRK0034
VA03948,TRK0029,2025-12-22,Dry,500,15,35,Sambalpur,Rourkela,maintenance,2026-08-30 12:00:00,2026-08-30 22:00:00,23.99,good,0.651,TRK0029
VA03949,TRK0045,2026-04-08,Dry,1000,15,35,Rourkela,Gopalpur,available,2026-08-30 07:00:00,2026-08-30 18:00:00,23.97,good,0.493,TRK0045
VA03950,TRK0050,2026-07-12,Reefer,1500,2,12,Puri,Kharagpur,assigned,2026-08-30 06:00:00,2026-08-30 16:00:00,19.22,inspection_due,0.575,TRK0050
VA03951,TRK0049,2026-02-23,Reefer,1500,-2,8,Kolkata,Cuttack,maintenance,2026-08-30 07:00:00,2026-08-30 23:59:00,14.49,good,0.758,TRK0049
VA03952,TRK0016,2026-01-10,Reefer,500,4,12,Rourkela,Gopalpur,available,2026-08-30 12:00:00,2026-08-30 18:00:00,14.78,inspection_due,0.425,TRK0016
VA03953,TRK0002,2025-05-05,Dry,750,15,35,Jajpur,Kolkata,available,2026-08-30 12:00:00,2026-08-30 22:00:00,26.95,good,0.893,TRK0002
VA03954,TRK0044,2025-08-17,Reefer,750,4,12,Berhampur,Sambalpur,available,2026-08-30 08:00:00,2026-08-30 18:00:00,16.86,good,0.369,TRK0044
VA03955,TRK0016,2026-07-25,Reefer,2000,2,8,Berhampur,Balasore,available,2026-08-30 14:00:00,2026-08-30 16:00:00,12.21,good,0.536,TRK0016
VA03956,TRK0046,2026-06-08,Reefer,2000,2,12,Kharagpur,Cuttack,assigned,2026-08-30 14:00:00,2026-08-30 18:00:00,36.72,maintenance,0.507,TRK0046
VA03957,TRK0044,2026-02-11,Dry,500,15,35,Angul,Puri,available,2026-08-30 12:00:00,2026-08-30 16:00:00,37.21,good,0.352,TRK0044
VA03958,TRK0022,2025-03-05,Dry,1000,15,35,Kolkata,Sambalpur,available,2026-08-30 10:00:00,2026-08-30 16:00:00,15.76,good,0.847,TRK0022
VA03959,TRK0044,2025-04-02,Local,500,10,35,Balasore,Puri,available,2026-08-30 14:00:00,2026-08-30 20:00:00,14.8,good,0.313,TRK0044
VA03960,TRK0047,2026-04-10,Dry,1000,15,35,Bhubaneswar,Berhampur,assigned,2026-08-30 12:00:00,2026-08-30 23:59:00,26.94,good,0.332,TRK0047
VA03961,TRK0017,2026-07-01,Reefer,2000,4,12,Balasore,Kharagpur,available,2026-08-30 08:00:00,2026-08-30 18:00:00,21.35,maintenance,0.805,TRK0017
VA03962,TRK0022,2025-12-29,Reefer,500,-2,8,Cuttack,Bhubaneswar,unavailable,2026-08-30 06:00:00,2026-08-30 22:00:00,20.99,good,0.659,TRK0022
VA03963,TRK0026,2025-08-21,Dry,2000,15,35,Gopalpur,Angul,assigned,2026-08-30 14:00:00,2026-08-30 20:00:00,23.17,good,0.272,TRK0026
VA03964,TRK0043,2025-01-26,Local,300,10,35,Gopalpur,Puri,available,2026-08-30 08:00:00,2026-08-30 18:00:00,33.79,good,0.665,TRK0043
VA03965,TRK0004,2025-11-26,Reefer,500,2,8,Rourkela,Kolkata,available,2026-08-30 06:00:00,2026-08-30 23:59:00,35.56,good,0.822,TRK0004
VA03966,TRK0028,2026-08-01,Reefer,2000,4,12,Angul,Angul,available,2026-08-30 06:00:00,2026-08-30 16:00:00,27.76,inspection_due,0.235,TRK0028
VA03967,TRK0018,2025-08-29,Reefer,2000,4,12,Puri,Berhampur,available,2026-08-30 05:00:00,2026-08-30 23:59:00,28.17,good,0.628,TRK0018
VA03968,TRK0048,2026-03-03,Reefer,2000,2,8,Puri,Cuttack,maintenance,2026-08-30 06:00:00,2026-08-30 20:00:00,14.0,inspection_due,0.197,TRK0048
VA03969,TRK0047,2026-01-02,Reefer,500,4,12,Puri,Cuttack,unavailable,2026-08-30 10:00:00,2026-08-30 23:59:00,30.38,inspection_due,0.159,TRK0047
VA03970,TRK0015,2025-05-20,Local,300,10,35,Kharagpur,Cuttack,available,2026-08-30 12:00:00,2026-08-30 16:00:00,17.88,inspection_due,0.726,TRK0015
VA03971,TRK0010,2026-06-19,Local,500,10,35,Cuttack,Bhubaneswar,available,2026-08-30 06:00:00,2026-08-30 22:00:00,29.9,maintenance,0.321,TRK0010
VA03972,TRK0039,2025-07-17,Dry,1000,15,35,Puri,Rourkela,maintenance,2026-08-30 07:00:00,2026-08-30 23:59:00,16.52,maintenance,0.937,TRK0039
VA03973,TRK0030,2025-12-13,Reefer,2000,2,12,Jajpur,Puri,assigned,2026-08-30 14:00:00,2026-08-30 18:00:00,30.1,good,0.336,TRK0030
VA03974,TRK0007,2025-11-15,Dry,750,15,35,Puri,Berhampur,available,2026-08-30 14:00:00,2026-08-30 16:00:00,23.83,maintenance,0.664,TRK0007
VA03975,TRK0047,2026-07-11,Reefer,1000,-2,8,Kolkata,Sambalpur,available,2026-08-30 08:00:00,2026-08-30 18:00:00,26.54,good,0.157,TRK0047
VA03976,TRK0038,2026-07-19,Local,500,10,35,Kharagpur,Bhubaneswar,maintenance,2026-08-30 07:00:00,2026-08-30 22:00:00,16.09,maintenance,0.596,TRK0038
VA03977,TRK0049,2025-06-09,Dry,1000,15,35,Bhubaneswar,Rourkela,available,2026-08-30 12:00:00,2026-08-30 23:59:00,16.63,good,0.725,TRK0049
VA03978,TRK0035,2026-05-13,Reefer,2000,4,12,Kharagpur,Kolkata,assigned,2026-08-30 14:00:00,2026-08-30 22:00:00,17.29,good,0.563,TRK0035
VA03979,TRK0014,2026-01-10,Dry,1500,15,35,Gopalpur,Angul,assigned,2026-08-30 05:00:00,2026-08-30 16:00:00,23.67,maintenance,0.851,TRK0014
VA03980,TRK0039,2025-09-18,Dry,2000,15,35,Gopalpur,Gopalpur,maintenance,2026-08-30 05:00:00,2026-08-30 23:59:00,12.17,good,0.888,TRK0039
VA03981,TRK0017,2025-08-10,Dry,750,15,35,Bhubaneswar,Cuttack,maintenance,2026-08-30 07:00:00,2026-08-30 22:00:00,16.55,good,0.908,TRK0017
VA03982,TRK0047,2026-01-18,Local,300,10,35,Bhubaneswar,Balasore,available,2026-08-30 12:00:00,2026-08-30 22:00:00,28.48,inspection_due,0.635,TRK0047
VA03983,TRK0046,2026-05-28,Reefer,1500,-2,8,Rourkela,Puri,available,2026-08-30 12:00:00,2026-08-30 20:00:00,26.84,inspection_due,0.238,TRK0046
VA03984,TRK0019,2025-03-06,Reefer,1500,4,12,Bhubaneswar,Angul,maintenance,2026-08-30 14:00:00,2026-08-30 23:59:00,37.74,good,0.222,TRK0019
VA03985,TRK0041,2025-05-27,Local,750,10,35,Kharagpur,Balasore,assigned,2026-08-30 05:00:00,2026-08-30 18:00:00,16.19,maintenance,0.68,TRK0041
VA03986,TRK0028,2026-07-09,Dry,2000,15,35,Sambalpur,Gopalpur,available,2026-08-30 06:00:00,2026-08-30 18:00:00,29.71,inspection_due,0.94,TRK0028
VA03987,TRK0018,2026-06-16,Local,750,10,35,Angul,Berhampur,unavailable,2026-08-30 08:00:00,2026-08-30 22:00:00,32.51,good,0.461,TRK0018
VA03988,TRK0013,2025-07-23,Dry,1000,15,35,Kolkata,Gopalpur,assigned,2026-08-30 05:00:00,2026-08-30 20:00:00,31.33,inspection_due,0.889,TRK0013
VA03989,TRK0020,2025-04-13,Dry,500,15,35,Jajpur,Jajpur,maintenance,2026-08-30 08:00:00,2026-08-30 16:00:00,34.82,maintenance,0.513,TRK0020
VA03990,TRK0035,2025-03-08,Reefer,1500,-2,8,Puri,Puri,available,2026-08-30 06:00:00,2026-08-30 23:59:00,20.79,good,0.799,TRK0035
VA03991,TRK0041,2025-10-02,Reefer,1500,-2,8,Kolkata,Sambalpur,available,2026-08-30 07:00:00,2026-08-30 16:00:00,24.62,good,0.63,TRK0041
VA03992,TRK0034,2025-05-17,Dry,1000,15,35,Puri,Kolkata,available,2026-08-30 14:00:00,2026-08-30 18:00:00,28.18,good,0.506,TRK0034
VA03993,TRK0008,2026-07-03,Reefer,1500,2,8,Kolkata,Kolkata,maintenance,2026-08-30 08:00:00,2026-08-30 20:00:00,36.53,good,0.583,TRK0008
VA03994,TRK0025,2025-08-17,Reefer,500,-2,8,Rourkela,Puri,available,2026-08-30 05:00:00,2026-08-30 23:59:00,12.53,good,0.219,TRK0025
VA03995,TRK0040,2025-11-28,Dry,2000,15,35,Rourkela,Jajpur,available,2026-08-30 07:00:00,2026-08-30 22:00:00,35.06,inspection_due,0.265,TRK0040
VA03996,TRK0012,2025-11-18,Local,500,10,35,Bhubaneswar,Bhubaneswar,available,2026-08-30 06:00:00,2026-08-30 23:59:00,16.99,good,0.507,TRK0012
VA03997,TRK0001,2025-05-16,Dry,500,15,35,Puri,Angul,available,2026-08-30 08:00:00,2026-08-30 20:00:00,32.08,good,0.921,TRK0001
VA03998,TRK0043,2025-09-26,Local,500,10,35,Gopalpur,Bhubaneswar,assigned,2026-08-30 10:00:00,2026-08-30 23:59:00,16.47,good,0.455,TRK0043
VA03999,TRK0038,2025-05-20,Reefer,2000,2,12,Cuttack,Gopalpur,available,2026-08-30 10:00:00,2026-08-30 18:00:00,24.06,maintenance,0.835,TRK0038
VA04000,TRK0019,2026-06-23,Local,500,10,35,Rourkela,Puri,available,2026-08-30 10:00:00,2026-08-30 23:59:00,23.67,good,0.948,TRK0019
VA04001,TRK0034,2026-07-28,Reefer,1000,4,12,Cuttack,Cuttack,available,2026-08-30 07:00:00,2026-08-30 20:00:00,31.72,inspection_due,0.876,TRK0034
VA04002,TRK0018,2026-06-08,Reefer,2000,-2,8,Bhubaneswar,Kolkata,assigned,2026-08-30 07:00:00,2026-08-30 22:00:00,30.91,good,0.68,TRK0018
VA04003,TRK0032,2026-08-04,Reefer,2000,4,12,Puri,Berhampur,available,2026-08-30 10:00:00,2026-08-30 23:59:00,32.97,good,0.244,TRK0032
VA04004,TRK0007,2026-05-19,Reefer,2000,4,12,Kolkata,Kolkata,available,2026-08-30 14:00:00,2026-08-30 18:00:00,25.07,good,0.35,TRK0007
VA04005,TRK0011,2026-07-13,Reefer,1000,2,12,Puri,Puri,available,2026-08-30 14:00:00,2026-08-30 23:59:00,32.32,maintenance,0.827,TRK0011
VA04006,TRK0013,2026-01-18,Reefer,750,4,12,Berhampur,Gopalpur,available,2026-08-30 08:00:00,2026-08-30 23:59:00,15.85,inspection_due,0.211,TRK0013
VA04007,TRK0012,2025-07-13,Dry,1500,15,35,Kharagpur,Cuttack,maintenance,2026-08-30 07:00:00,2026-08-30 16:00:00,30.02,good,0.417,TRK0012
VA04008,TRK0047,2026-05-15,Local,300,10,35,Cuttack,Balasore,available,2026-08-30 06:00:00,2026-08-30 16:00:00,36.03,good,0.581,TRK0047
VA04009,TRK0003,2025-02-02,Dry,1500,15,35,Angul,Puri,available,2026-08-30 10:00:00,2026-08-30 20:00:00,30.74,good,0.56,TRK0003
VA04010,TRK0005,2025-08-04,Reefer,500,4,12,Berhampur,Angul,available,2026-08-30 06:00:00,2026-08-30 18:00:00,14.66,good,0.327,TRK0005
VA04011,TRK0027,2025-07-13,Dry,1000,15,35,Berhampur,Angul,available,2026-08-30 05:00:00,2026-08-30 23:59:00,13.53,good,0.648,TRK0027
VA04012,TRK0032,2025-11-02,Reefer,500,2,12,Balasore,Cuttack,available,2026-08-30 14:00:00,2026-08-30 22:00:00,30.55,inspection_due,0.168,TRK0032
VA04013,TRK0032,2026-07-23,Dry,1500,15,35,Bhubaneswar,Jajpur,assigned,2026-08-30 08:00:00,2026-08-30 20:00:00,24.59,good,0.922,TRK0032
VA04014,TRK0024,2026-06-03,Local,750,10,35,Kharagpur,Jajpur,assigned,2026-08-30 07:00:00,2026-08-30 18:00:00,13.58,good,0.361,TRK0024
VA04015,TRK0050,2025-12-21,Dry,500,15,35,Sambalpur,Puri,assigned,2026-08-30 12:00:00,2026-08-30 18:00:00,25.9,inspection_due,0.933,TRK0050
VA04016,TRK0019,2026-01-14,Reefer,2000,2,12,Rourkela,Kolkata,assigned,2026-08-30 08:00:00,2026-08-30 22:00:00,28.06,good,0.71,TRK0019
VA04017,TRK0036,2026-07-11,Local,750,10,35,Kolkata,Puri,unavailable,2026-08-30 05:00:00,2026-08-30 22:00:00,31.46,good,0.642,TRK0036
VA04018,TRK0016,2026-06-26,Dry,2000,15,35,Cuttack,Puri,available,2026-08-30 08:00:00,2026-08-30 18:00:00,20.27,good,0.872,TRK0016
VA04019,TRK0034,2025-03-30,Local,750,10,35,Bhubaneswar,Kolkata,assigned,2026-08-30 07:00:00,2026-08-30 16:00:00,13.36,good,0.257,TRK0034
VA04020,TRK0009,2025-11-21,Reefer,500,-2,8,Cuttack,Balasore,assigned,2026-08-30 10:00:00,2026-08-30 22:00:00,24.45,good,0.67,TRK0009
VA04021,TRK0004,2025-07-01,Local,300,10,35,Jajpur,Kharagpur,available,2026-08-30 06:00:00,2026-08-30 23:59:00,30.04,maintenance,0.472,TRK0004
VA04022,TRK0012,2025-09-23,Local,300,10,35,Jajpur,Sambalpur,available,2026-08-30 12:00:00,2026-08-30 16:00:00,32.6,good,0.307,TRK0012
VA04023,TRK0002,2026-08-11,Reefer,750,4,12,Jajpur,Berhampur,available,2026-08-30 07:00:00,2026-08-30 22:00:00,15.91,good,0.771,TRK0002
VA04024,TRK0021,2025-11-18,Dry,1000,15,35,Bhubaneswar,Jajpur,available,2026-08-30 10:00:00,2026-08-30 23:59:00,36.98,good,0.487,TRK0021
VA04025,TRK0043,2025-05-15,Dry,1500,15,35,Kharagpur,Kolkata,assigned,2026-08-30 05:00:00,2026-08-30 22:00:00,17.27,good,0.273,TRK0043
VA04026,TRK0047,2026-06-20,Reefer,750,2,12,Berhampur,Balasore,assigned,2026-08-30 08:00:00,2026-08-30 23:59:00,28.87,maintenance,0.162,TRK0047
VA04027,TRK0032,2026-03-26,Dry,750,15,35,Balasore,Kolkata,available,2026-08-30 12:00:00,2026-08-30 23:59:00,26.78,good,0.327,TRK0032
VA04028,TRK0031,2025-01-30,Dry,750,15,35,Kharagpur,Angul,assigned,2026-08-30 10:00:00,2026-08-30 18:00:00,21.53,good,0.725,TRK0031
VA04029,TRK0027,2025-09-25,Dry,750,15,35,Berhampur,Balasore,available,2026-08-30 06:00:00,2026-08-30 23:59:00,20.05,good,0.945,TRK0027
VA04030,TRK0024,2026-05-16,Reefer,2000,2,8,Berhampur,Bhubaneswar,available,2026-08-30 08:00:00,2026-08-30 18:00:00,30.47,good,0.533,TRK0024
VA04031,TRK0004,2025-06-07,Local,500,10,35,Kolkata,Rourkela,assigned,2026-08-30 06:00:00,2026-08-30 16:00:00,18.78,good,0.507,TRK0004
VA04032,TRK0026,2025-06-24,Reefer,1500,2,8,Balasore,Puri,available,2026-08-30 06:00:00,2026-08-30 23:59:00,35.97,good,0.715,TRK0026
VA04033,TRK0025,2025-12-06,Reefer,500,2,8,Angul,Sambalpur,assigned,2026-08-30 08:00:00,2026-08-30 22:00:00,25.46,maintenance,0.442,TRK0025
VA04034,TRK0045,2026-04-05,Reefer,2000,2,8,Puri,Balasore,assigned,2026-08-30 05:00:00,2026-08-30 16:00:00,35.11,good,0.201,TRK0045
VA04035,TRK0031,2025-11-14,Local,300,10,35,Rourkela,Berhampur,available,2026-08-30 14:00:00,2026-08-30 22:00:00,35.75,good,0.515,TRK0031
VA04036,TRK0042,2026-01-09,Dry,500,15,35,Kolkata,Kharagpur,available,2026-08-30 06:00:00,2026-08-30 18:00:00,16.59,good,0.62,TRK0042
VA04037,TRK0006,2026-02-11,Reefer,2000,2,8,Gopalpur,Sambalpur,available,2026-08-30 14:00:00,2026-08-30 22:00:00,18.15,good,0.262,TRK0006
VA04038,TRK0023,2025-01-23,Reefer,750,2,8,Cuttack,Bhubaneswar,available,2026-08-30 12:00:00,2026-08-30 20:00:00,20.25,good,0.852,TRK0023
VA04039,TRK0042,2026-01-01,Reefer,500,2,12,Sambalpur,Sambalpur,unavailable,2026-08-30 06:00:00,2026-08-30 22:00:00,18.54,inspection_due,0.783,TRK0042
VA04040,TRK0019,2025-10-29,Reefer,500,4,12,Angul,Berhampur,assigned,2026-08-30 10:00:00,2026-08-30 16:00:00,27.2,maintenance,0.3,TRK0019
VA04041,TRK0002,2025-11-08,Dry,750,15,35,Jajpur,Puri,maintenance,2026-08-30 07:00:00,2026-08-30 16:00:00,12.51,maintenance,0.334,TRK0002
VA04042,TRK0049,2026-06-24,Reefer,750,-2,8,Berhampur,Balasore,available,2026-08-30 10:00:00,2026-08-30 18:00:00,35.54,inspection_due,0.224,TRK0049
VA04043,TRK0035,2025-04-02,Dry,2000,15,35,Berhampur,Rourkela,available,2026-08-30 07:00:00,2026-08-30 16:00:00,12.37,maintenance,0.693,TRK0035
VA04044,TRK0024,2025-11-05,Dry,2000,15,35,Kharagpur,Berhampur,available,2026-08-30 10:00:00,2026-08-30 18:00:00,13.81,maintenance,0.219,TRK0024
VA04045,TRK0034,2025-08-13,Reefer,750,-2,8,Gopalpur,Sambalpur,available,2026-08-30 12:00:00,2026-08-30 23:59:00,21.45,maintenance,0.693,TRK0034
VA04046,TRK0039,2025-09-28,Local,500,10,35,Puri,Bhubaneswar,available,2026-08-30 07:00:00,2026-08-30 23:59:00,22.49,inspection_due,0.493,TRK0039
VA04047,TRK0043,2026-05-21,Reefer,2000,-2,8,Balasore,Gopalpur,available,2026-08-30 12:00:00,2026-08-30 23:59:00,32.52,inspection_due,0.536,TRK0043
VA04048,TRK0021,2025-06-22,Local,300,10,35,Jajpur,Balasore,maintenance,2026-08-30 14:00:00,2026-08-30 22:00:00,15.55,good,0.293,TRK0021
VA04049,TRK0027,2026-03-29,Local,300,10,35,Rourkela,Sambalpur,unavailable,2026-08-30 07:00:00,2026-08-30 20:00:00,20.47,maintenance,0.192,TRK0027
VA04050,TRK0022,2025-09-21,Dry,1000,15,35,Gopalpur,Cuttack,assigned,2026-08-30 12:00:00,2026-08-30 22:00:00,26.63,good,0.261,TRK0022
VA04051,TRK0007,2025-02-13,Dry,750,15,35,Cuttack,Bhubaneswar,available,2026-08-30 07:00:00,2026-08-30 22:00:00,34.01,good,0.264,TRK0007
VA04052,TRK0045,2025-10-10,Dry,750,15,35,Kharagpur,Angul,available,2026-08-30 06:00:00,2026-08-30 23:59:00,35.22,inspection_due,0.874,TRK0045
VA04053,TRK0031,2026-04-16,Dry,750,15,35,Angul,Sambalpur,available,2026-08-30 06:00:00,2026-08-30 18:00:00,21.23,good,0.277,TRK0031
VA04054,TRK0050,2025-03-05,Reefer,1500,2,8,Rourkela,Gopalpur,available,2026-08-30 07:00:00,2026-08-30 23:59:00,14.51,good,0.76,TRK0050
VA04055,TRK0003,2026-04-12,Dry,1000,15,35,Gopalpur,Sambalpur,available,2026-08-30 14:00:00,2026-08-30 20:00:00,34.45,maintenance,0.474,TRK0003
VA04056,TRK0035,2026-02-10,Dry,500,15,35,Sambalpur,Cuttack,available,2026-08-30 05:00:00,2026-08-30 20:00:00,35.81,maintenance,0.53,TRK0035
VA04057,TRK0040,2025-11-19,Dry,1000,15,35,Bhubaneswar,Bhubaneswar,available,2026-08-30 12:00:00,2026-08-30 22:00:00,17.21,maintenance,0.947,TRK0040
VA04058,TRK0046,2026-05-08,Reefer,500,2,12,Kharagpur,Sambalpur,maintenance,2026-08-30 12:00:00,2026-08-30 16:00:00,36.29,good,0.786,TRK0046
VA04059,TRK0037,2025-04-30,Reefer,1000,2,12,Cuttack,Sambalpur,available,2026-08-30 14:00:00,2026-08-30 16:00:00,16.89,good,0.933,TRK0037
VA04060,TRK0017,2026-03-22,Local,500,10,35,Puri,Sambalpur,unavailable,2026-08-30 12:00:00,2026-08-30 23:59:00,31.55,inspection_due,0.869,TRK0017
VA04061,TRK0046,2025-10-11,Reefer,750,2,8,Jajpur,Cuttack,assigned,2026-08-30 12:00:00,2026-08-30 20:00:00,33.33,good,0.327,TRK0046
VA04062,TRK0006,2025-06-14,Reefer,750,-2,8,Angul,Puri,maintenance,2026-08-30 07:00:00,2026-08-30 22:00:00,29.09,inspection_due,0.274,TRK0006
VA04063,TRK0008,2026-05-24,Reefer,1000,2,12,Berhampur,Rourkela,available,2026-08-30 12:00:00,2026-08-30 20:00:00,23.38,good,0.78,TRK0008
VA04064,TRK0013,2026-05-04,Reefer,1000,-2,8,Jajpur,Balasore,available,2026-08-30 08:00:00,2026-08-30 16:00:00,15.59,good,0.598,TRK0013
VA04065,TRK0030,2026-03-31,Reefer,500,4,12,Kharagpur,Gopalpur,available,2026-08-30 05:00:00,2026-08-30 20:00:00,31.17,maintenance,0.777,TRK0030
VA04066,TRK0023,2025-03-01,Reefer,500,2,12,Kharagpur,Cuttack,unavailable,2026-08-30 07:00:00,2026-08-30 20:00:00,28.7,good,0.847,TRK0023
VA04067,TRK0003,2025-05-21,Dry,500,15,35,Berhampur,Kharagpur,available,2026-08-30 06:00:00,2026-08-30 18:00:00,17.6,inspection_due,0.336,TRK0003
VA04068,TRK0021,2026-05-20,Local,500,10,35,Rourkela,Angul,available,2026-08-30 07:00:00,2026-08-30 20:00:00,23.55,good,0.186,TRK0021
VA04069,TRK0050,2025-04-18,Dry,750,15,35,Berhampur,Gopalpur,available,2026-08-30 10:00:00,2026-08-30 22:00:00,21.11,good,0.901,TRK0050
VA04070,TRK0026,2025-06-15,Reefer,2000,-2,8,Kolkata,Sambalpur,assigned,2026-08-30 10:00:00,2026-08-30 18:00:00,21.04,good,0.572,TRK0026
