shipment_id,product_type,weight_kg,origin,destination,transport_mode,distance_km,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,temperature_excursion_minutes,estimated_cost_inr,delayed,delay_minutes,spoiled,shipment_id_raw
HS002858,Tomato,426,Bhubaneswar,Ranchi,road,343.1,7.15,8,13,0,12.3,0,0,0.849,0.853,1.4,688.37,0,50.1,0,HS002858
HS002859,Mango,432,Berhampur,Kolkata,rail,518.2,9.42,8,12,16,14.1,1,1,0.411,0.779,24.4,941.15,1,103.1,0,HS002859
HS002860,Mango,534,Cuttack,Raipur,road,450.6,9.39,8,12,17,27.6,0,0,0.009,0.798,0.0,887.01,1,63.5,0,HS002860
HS002861,Spices,187,Jamshedpur,Hyderabad,road,1005.8,20.95,15,30,12,38.5,1,0,0.932,0.813,0.0,2720.15,1,59.3,0,HS002861
HS002862,Flowers,333,Rourkela,Cuttack,road,226.6,4.72,2,8,0,11.4,0,0,0.614,0.911,6.6,422.81,0,33.3,0,HS002862
HS002863,Packaged Food,599,Cuttack,Ranchi,road,325.8,6.79,15,30,17,22.6,0,0,0.177,0.887,0.1,767.86,0,53.9,0,HS002863
HS002864,Dairy,282,Visakhapatnam,Ranchi,road,665.7,13.87,2,8,19,31.4,1,0,0.838,0.839,8.7,2082.67,1,77.7,0,HS002864
HS002865,Leafy Vegetables,585,Jamshedpur,Raipur,road,502.0,10.46,2,8,5,21.8,1,0,0.814,0.968,8.6,1735.51,1,26.3,0,HS002865
HS002866,Leafy Vegetables,373,Jamshedpur,Ranchi,road,109.3,2.28,2,8,22,24.4,0,1,0.863,0.795,30.0,253.1,1,12.3,0,HS002866
HS002867,Fish,454,Ranchi,Kolkata,local,324.3,10.81,-2,4,5,19.9,0,0,0.586,0.903,20.8,808.44,0,3.7,0,HS002867
HS002868,Leafy Vegetables,740,Jamshedpur,Ranchi,rail,109.3,1.99,2,8,0,16.7,0,0,0.592,0.748,0.0,133.88,0,36.1,0,HS002868
HS002869,Flowers,302,Visakhapatnam,Jamshedpur,road,648.6,13.51,2,8,19,20.2,0,0,0.848,0.833,2.9,1219.28,1,111.2,0,HS002869
HS002870,Rice,136,Puri,Jamshedpur,rail,334.8,6.09,15,30,15,24.7,1,0,0.626,0.915,7.5,853.08,0,0.0,0,HS002870
HS002871,Spices,294,Ranchi,Jamshedpur,road,109.3,2.28,15,30,21,8.7,1,0,0.002,0.84,4.4,872.85,0,61.1,0,HS002871
HS002872,Tomato,205,Bhubaneswar,Jamshedpur,rail,281.7,5.12,8,13,22,9.4,1,0,0.668,0.866,7.4,724.16,1,37.9,0,HS002872
HS002873,Dairy,88,Puri,Cuttack,road,72.4,1.51,2,8,10,12.2,0,0,0.946,0.839,0.0,148.81,0,0.0,0,HS002873
HS002874,Tomato,327,Ranchi,Cuttack,rail,325.8,5.92,8,13,21,20.9,1,0,0.529,0.776,0.0,693.51,1,59.1,0,HS002874
HS002875,Mango,398,Bhubaneswar,Raipur,road,448.9,9.35,8,12,9,28.0,1,1,0.154,0.938,27.3,1305.69,1,67.0,0,HS002875
HS002876,Pharmaceuticals,680,Balasore,Cuttack,rail,158.2,2.88,2,8,22,19.0,0,0,0.996,0.886,0.0,191.11,1,38.0,0,HS002876
HS002877,Fish,167,Puri,Raipur,road,465.8,9.7,-2,4,20,21.8,1,1,0.469,0.906,44.7,1372.17,0,70.2,0,HS002877
HS002878,Flowers,371,Bhubaneswar,Jamshedpur,road,281.7,5.87,2,8,4,9.9,1,0,0.339,0.957,0.0,1153.0,0,42.5,0,HS002878
HS002879,Mango,729,Cuttack,Hyderabad,road,849.7,17.7,8,12,14,25.0,0,0,0.897,0.893,13.3,1989.55,1,97.1,0,HS002879
HS002880,Packaged Food,241,Balasore,Bhubaneswar,road,176.0,3.67,15,30,4,12.0,0,0,0.681,0.736,13.2,326.21,0,66.9,0,HS002880
HS002881,Packaged Food,496,Rourkela,Bhubaneswar,road,240.5,5.01,15,30,8,24.1,0,1,0.443,0.877,18.8,502.55,0,14.2,0,HS002881
HS002882,Dairy,989,Sambalpur,Chennai,road,1011.9,21.08,2,8,10,43.6,1,0,0.372,0.846,20.4,2974.95,1,101.9,0,HS002882
HS002883,Spices,104,Bhubaneswar,Visakhapatnam,road,399.0,8.31,15,30,4,16.7,0,0,0.892,0.775,4.7,934.36,0,51.3,0,HS002883
HS002884,Tomato,418,Puri,Kolkata,road,403.8,8.41,8,13,19,15.1,0,0,0.316,0.868,22.3,748.68,0,55.6,0,HS002884
HS002885,Flowers,745,Bhubaneswar,Chennai,road,996.3,20.76,2,8,8,29.1,1,0,0.447,0.888,26.4,2545.47,1,110.2,0,HS002885
HS002886,Spices,279,Berhampur,Visakhapatnam,road,245.7,5.12,15,30,5,20.2,0,0,0.403,0.86,0.0,470.97,0,19.2,0,HS002886
HS002887,Rice,862,Gopalpur,Bhubaneswar,road,149.6,3.12,15,30,23,18.5,0,1,0.971,0.758,11.4,349.66,0,76.3,0,HS002887
HS002888,Rice,529,Rourkela,Cuttack,road,226.6,4.72,15,30,22,23.8,0,0,0.878,0.879,0.0,505.98,0,11.1,0,HS002888
HS002889,Dairy,1105,Gopalpur,Bhubaneswar,local,149.6,4.99,2,8,14,12.1,0,0,0.697,0.726,10.3,439.26,0,21.5,0,HS002889
HS002890,Rice,511,Berhampur,Visakhapatnam,road,245.7,5.12,15,30,5,10.4,1,1,0.587,0.76,20.6,1215.57,0,60.3,0,HS002890
HS002891,Pharmaceuticals,1167,Cuttack,Visakhapatnam,rail,416.7,7.58,2,8,13,17.3,0,1,0.5,0.92,12.4,568.4,1,19.7,0,HS002891
HS002892,Banana,425,Gopalpur,Raipur,road,408.1,8.5,12,15,2,13.9,0,0,0.105,0.842,11.4,960.12,0,23.3,0,HS002892
HS002893,Mango,144,Puri,Cuttack,road,72.4,1.51,8,12,9,24.1,0,1,0.898,0.868,6.0,146.72,0,66.7,0,HS002893
HS002894,Rice,232,Ranchi,Chennai,road,1258.6,26.22,15,30,11,45.3,0,0,0.977,0.805,39.5,2941.63,1,115.8,0,HS002894
HS002895,Frozen Food,678,Rourkela,Visakhapatnam,road,536.5,11.18,-20,-15,8,33.4,1,1,0.742,0.862,12.3,1222.82,1,53.4,0,HS002895
HS002896,Dairy,670,Visakhapatnam,Cuttack,local,416.7,13.89,2,8,12,29.9,0,0,0.286,0.729,17.0,1195.55,1,0.0,0,HS002896
HS002897,Spices,286,Bhubaneswar,Jamshedpur,road,281.7,5.87,15,30,21,19.0,1,1,0.391,0.726,10.1,832.67,0,39.5,0,HS002897
HS002898,Frozen Food,1131,Gopalpur,Raipur,road,408.1,8.5,-20,-15,4,23.7,1,1,0.812,0.946,36.2,1457.7,1,39.4,0,HS002898
HS002899,Leafy Vegetables,278,Berhampur,Raipur,rail,394.1,7.16,2,8,16,19.0,1,0,0.835,0.792,1.6,1040.25,1,101.9,0,HS002899
HS002900,Leafy Vegetables,473,Berhampur,Bhubaneswar,rail,153.4,2.79,2,8,11,14.9,0,1,0.306,0.921,18.2,185.02,0,21.6,0,HS002900
HS002901,Fish,464,Visakhapatnam,Hyderabad,road,502.8,10.48,-2,4,12,32.2,0,0,0.68,0.849,0.0,1181.51,1,95.9,0,HS002901
HS002902,Flowers,147,Balasore,Ranchi,road,264.8,5.52,2,8,5,10.5,0,1,0.944,0.739,19.7,590.61,1,81.5,1,HS002902
HS002903,Fish,326,Sambalpur,Hyderabad,local,733.3,24.44,-2,4,14,39.1,0,0,0.736,0.736,10.2,1919.11,1,91.4,0,HS002903
HS002904,Dairy,1644,Puri,Jamshedpur,road,334.8,6.98,2,8,19,16.2,0,1,0.408,0.736,22.5,672.18,0,54.2,0,HS002904
HS002905,Flowers,192,Berhampur,Raipur,road,394.1,8.21,2,8,15,14.6,1,0,0.502,0.846,0.0,1387.01,0,65.7,0,HS002905
HS002906,Pharmaceuticals,525,Ranchi,Visakhapatnam,rail,665.7,12.1,2,8,19,28.1,0,0,0.767,0.803,0.0,803.55,1,74.3,0,HS002906
HS002907,Rice,165,Sambalpur,Hyderabad,local,733.3,24.44,15,30,0,37.5,0,1,0.03,0.964,32.0,2053.49,1,140.6,0,HS002907
HS002908,Mango,191,Sambalpur,Visakhapatnam,local,427.9,14.26,8,12,19,23.6,0,1,0.873,0.747,30.4,1073.72,1,81.7,0,HS002908
HS002909,Flowers,140,Balasore,Raipur,road,549.7,11.45,2,8,21,20.9,0,0,0.148,0.819,0.0,1274.3,1,51.6,0,HS002909
HS002910,Dairy,645,Gopalpur,Cuttack,rail,167.9,3.05,2,8,13,8.0,3,0,0.889,0.723,67.8,1182.67,0,65.1,0,HS002910
HS002911,Mango,199,Gopalpur,Raipur,road,408.1,8.5,8,12,11,22.3,1,0,0.993,0.873,0.3,1302.96,0,68.1,0,HS002911
HS002912,Pharmaceuticals,798,Jamshedpur,Raipur,rail,502.0,9.13,2,8,9,31.0,2,0,0.051,0.744,33.8,1635.34,1,110.5,1,HS002912
HS002913,Pharmaceuticals,248,Cuttack,Chennai,rail,1014.8,18.45,2,8,6,28.1,0,1,0.962,0.89,6.9,1263.41,1,103.0,0,HS002913
HS002914,Dairy,380,Puri,Jamshedpur,road,334.8,6.98,2,8,13,27.8,0,0,0.227,0.9,13.8,702.84,0,12.3,0,HS002914
HS002915,Rice,457,Puri,Bhubaneswar,road,53.7,1.12,15,30,22,24.8,1,1,0.466,0.967,33.9,337.87,0,48.1,0,HS002915
HS002916,Leafy Vegetables,122,Balasore,Raipur,rail,549.7,9.99,2,8,23,27.0,0,0,0.083,0.775,0.0,677.59,1,34.9,0,HS002916
HS002917,Tomato,400,Visakhapatnam,Hyderabad,road,502.8,10.48,8,13,22,26.5,0,0,0.232,0.884,0.0,1163.42,1,63.9,0,HS002917
HS002918,Leafy Vegetables,439,Visakhapatnam,Hyderabad,local,502.8,16.76,2,8,0,22.9,1,1,0.245,0.796,68.6,2051.39,0,59.3,0,HS002918
HS002919,Leafy Vegetables,734,Balasore,Raipur,rail,549.7,9.99,2,8,7,23.0,2,0,0.186,0.796,31.4,1754.71,1,60.0,0,HS002919
HS002920,Pharmaceuticals,188,Cuttack,Ranchi,rail,325.8,5.92,2,8,9,25.0,0,0,0.846,0.934,8.8,347.39,0,49.6,0,HS002920
HS002921,Rice,206,Visakhapatnam,Kolkata,road,763.8,15.91,15,30,23,21.7,0,0,0.976,0.943,25.0,1641.63,1,115.1,0,HS002921
HS002922,Flowers,537,Puri,Visakhapatnam,rail,362.8,6.6,2,8,2,22.0,0,0,0.305,0.787,28.7,391.76,0,14.1,0,HS002922
HS002923,Banana,877,Puri,Cuttack,rail,72.4,1.32,12,15,3,8.9,2,0,0.739,0.87,29.5,798.1,0,47.5,0,HS002923
HS002924,Leafy Vegetables,238,Ranchi,Cuttack,road,325.8,6.79,2,8,9,24.7,0,0,0.152,0.905,7.3,729.71,0,25.2,0,HS002924
HS002925,Banana,157,Cuttack,Visakhapatnam,road,416.7,8.68,12,15,12,15.6,1,1,0.945,0.805,12.8,1184.05,0,49.4,0,HS002925
HS002926,Pharmaceuticals,285,Balasore,Visakhapatnam,rail,574.9,10.45,2,8,1,24.1,0,0,0.697,0.758,2.5,653.98,1,80.9,0,HS002926
HS002927,Tomato,181,Visakhapatnam,Ranchi,road,665.7,13.87,8,13,14,35.2,0,0,0.7,0.924,4.5,1430.46,0,76.5,0,HS002927
HS002928,Dairy,453,Puri,Raipur,road,465.8,9.7,2,8,17,20.7,0,1,0.247,0.851,7.2,926.26,0,52.3,0,HS002928
HS002929,Rice,173,Rourkela,Kolkata,road,362.5,7.55,15,30,8,19.1,0,1,0.525,0.789,23.2,840.44,1,77.2,0,HS002929
HS002930,Pharmaceuticals,659,Berhampur,Cuttack,road,171.0,3.56,2,8,10,15.3,0,0,0.407,0.727,2.1,379.14,0,9.6,0,HS002930
HS002931,Tomato,402,Visakhapatnam,Cuttack,road,416.7,8.68,8,13,23,32.4,0,1,0.868,0.934,0.0,957.35,0,37.1,0,HS002931
HS002932,Leafy Vegetables,672,Gopalpur,Jamshedpur,road,416.3,8.67,2,8,8,27.0,0,0,0.656,0.831,3.8,912.68,0,22.8,0,HS002932
HS002933,Frozen Food,72,Sambalpur,Jamshedpur,road,272.9,5.69,-20,-15,8,25.1,1,0,0.28,0.859,0.0,926.74,1,0.5,0,HS002933
HS002934,Fish,112,Balasore,Kolkata,rail,190.2,3.46,-2,4,14,22.0,2,0,0.104,0.754,10.9,878.83,0,50.5,0,HS002934
HS002935,Mango,811,Gopalpur,Raipur,road,408.1,8.5,8,12,17,15.8,0,0,0.807,0.741,7.2,950.73,0,24.3,0,HS002935
HS002936,Spices,219,Gopalpur,Hyderabad,road,709.7,14.79,15,30,11,23.5,1,0,0.066,0.809,28.3,1728.3,1,78.1,0,HS002936
HS002937,Dairy,135,Berhampur,Jamshedpur,road,414.6,8.64,2,8,17,27.3,0,0,0.462,0.777,22.5,926.35,0,57.1,0,HS002937
HS002938,Dairy,307,Puri,Visakhapatnam,road,362.8,7.56,2,8,3,22.4,0,0,0.648,0.729,0.0,709.12,1,4.7,0,HS002938
HS002939,Banana,410,Gopalpur,Jamshedpur,road,416.3,8.67,12,15,14,23.0,0,0,0.601,0.764,0.0,808.86,0,57.4,0,HS002939
HS002940,Leafy Vegetables,316,Gopalpur,Bhubaneswar,rail,149.6,2.72,2,8,10,10.6,2,0,0.12,0.883,19.1,1343.5,0,69.8,0,HS002940
HS002941,Leafy Vegetables,474,Puri,Visakhapatnam,rail,362.8,6.6,2,8,4,15.7,1,0,0.647,0.783,4.5,614.84,0,51.5,0,HS002941
HS002942,Tomato,434,Sambalpur,Bhubaneswar,road,231.6,4.82,8,13,1,12.1,0,0,0.24,0.961,14.2,436.92,0,38.0,0,HS002942
HS002943,Fish,420,Ranchi,Kolkata,road,324.3,6.76,-2,4,1,25.2,0,0,0.557,0.945,5.4,717.42,0,88.4,0,HS002943
HS002944,Dairy,841,Ranchi,Chennai,rail,1258.6,22.88,2,8,22,35.0,1,0,0.249,0.806,19.6,2375.74,0,99.1,0,HS002944
HS002945,Spices,347,Visakhapatnam,Hyderabad,local,502.8,16.76,15,30,18,38.2,0,0,0.387,0.918,24.8,1521.28,0,53.5,0,HS002945
HS002946,Packaged Food,340,Sambalpur,Cuttack,local,226.9,7.56,15,30,13,26.6,0,0,0.746,0.765,13.6,684.35,1,68.0,0,HS002946
HS002947,Tomato,590,Gopalpur,Visakhapatnam,local,250.1,8.34,8,13,9,16.0,0,0,0.254,0.836,9.7,694.76,0,17.9,0,HS002947
HS002948,Mango,501,Sambalpur,Cuttack,road,226.9,4.73,8,12,3,12.7,0,1,0.852,0.827,36.5,538.69,1,35.7,1,HS002948
HS002949,Rice,195,Bhubaneswar,Chennai,rail,996.3,18.12,15,30,11,31.1,1,0,0.454,0.938,13.7,1834.08,1,92.4,0,HS002949
HS002950,Packaged Food,330,Jamshedpur,Hyderabad,road,1005.8,20.95,15,30,21,33.0,2,0,0.992,0.821,38.7,2393.44,1,85.7,0,HS002950
HS002951,Spices,465,Balasore,Bhubaneswar,road,176.0,3.67,15,30,6,13.0,0,0,0.61,0.761,4.2,378.67,0,10.4,0,HS002951
HS002952,Mango,239,Bhubaneswar,Jamshedpur,rail,281.7,5.12,8,12,8,20.5,1,0,0.16,0.895,12.8,535.47,0,0.0,0,HS002952
HS002953,Tomato,247,Gopalpur,Kolkata,road,513.9,10.71,8,13,2,24.3,0,0,0.749,0.88,0.3,1116.6,1,17.9,0,HS002953
HS002954,Mango,142,Puri,Visakhapatnam,road,362.8,7.56,8,12,10,12.7,1,0,0.61,0.801,4.1,1273.78,0,28.9,0,HS002954
HS002955,Rice,54,Puri,Hyderabad,road,819.6,17.08,15,30,0,27.8,1,0,0.118,0.905,1.4,2095.04,1,65.9,0,HS002955
HS002956,Fish,274,Berhampur,Jamshedpur,road,414.6,8.64,-2,4,7,21.2,0,0,0.068,0.88,8.3,947.8,0,41.1,0,HS002956
HS002957,Dairy,380,Berhampur,Raipur,road,394.1,8.21,2,8,16,17.1,0,0,0.825,0.759,7.3,896.15,0,78.7,0,HS002957
HS002958,Fish,172,Puri,Hyderabad,road,819.6,17.08,-2,4,3,22.3,0,0,0.487,0.771,25.3,1838.9,1,105.2,0,HS002958
HS002959,Tomato,857,Puri,Hyderabad,road,819.6,17.08,8,13,23,27.4,1,0,0.694,0.886,2.6,2041.7,1,74.9,0,HS002959
HS002960,Fish,177,Visakhapatnam,Jamshedpur,road,648.6,13.51,-2,4,9,18.2,1,0,0.501,0.87,0.0,1820.4,0,134.8,0,HS002960
HS002961,Mango,633,Cuttack,Jamshedpur,road,262.5,5.47,8,12,3,17.9,0,0,0.828,0.729,19.4,561.64,0,31.0,0,HS002961
HS002962,Frozen Food,459,Puri,Cuttack,road,72.4,1.51,-20,-15,12,22.9,0,0,0.161,0.784,29.4,166.48,0,23.6,0,HS002962
HS002963,Flowers,1440,Visakhapatnam,Kolkata,rail,763.8,13.89,2,8,8,24.9,1,1,0.111,0.743,8.5,1383.03,1,86.1,0,HS002963
HS002964,Pharmaceuticals,497,Ranchi,Raipur,road,444.4,9.26,2,8,7,15.3,0,0,0.389,0.964,15.7,886.16,0,51.6,0,HS002964
HS002965,Leafy Vegetables,137,Berhampur,Ranchi,rail,451.2,8.2,2,8,7,16.9,2,0,0.52,0.841,28.2,1513.34,1,31.1,1,HS002965
HS002966,Rice,695,Berhampur,Raipur,local,394.1,13.14,15,30,18,34.8,1,0,0.62,0.847,28.3,1815.48,0,79.8,0,HS002966
HS002967,Pharmaceuticals,1055,Bhubaneswar,Ranchi,local,343.1,11.44,2,8,17,22.4,1,1,0.236,0.757,51.3,1657.13,0,12.0,0,HS002967
HS002968,Banana,111,Balasore,Chennai,road,1172.1,24.42,12,15,12,39.5,0,0,0.758,0.837,15.1,2173.99,1,75.5,0,HS002968
HS002969,Banana,530,Rourkela,Cuttack,rail,226.6,4.12,12,15,14,23.5,1,0,0.735,0.961,5.1,795.05,0,50.1,0,HS002969
HS002970,Frozen Food,612,Puri,Kolkata,road,403.8,8.41,-20,-15,19,16.6,1,1,0.491,0.936,0.0,1280.23,0,106.4,1,HS002970
HS002971,Tomato,305,Berhampur,Jamshedpur,local,414.6,13.82,8,13,6,31.4,1,0,0.472,0.84,23.3,1633.18,1,78.8,0,HS002971
HS002972,Mango,73,Cuttack,Ranchi,road,325.8,6.79,8,12,18,29.5,0,0,0.718,0.94,0.0,708.3,0,40.0,0,HS002972
HS002973,Banana,289,Rourkela,Visakhapatnam,road,536.5,11.18,12,15,5,24.1,1,0,0.997,0.825,0.0,1409.83,0,48.9,0,HS002973
HS002974,Banana,240,Gopalpur,Hyderabad,road,709.7,14.79,12,15,7,35.9,0,0,0.378,0.873,23.0,1698.49,1,71.3,0,HS002974
HS002975,Dairy,946,Bhubaneswar,Chennai,rail,996.3,18.12,2,8,12,31.3,0,0,0.274,0.816,2.6,1232.46,0,112.7,0,HS002975
HS002976,Fish,330,Sambalpur,Kolkata,rail,468.2,8.51,-2,4,20,28.8,3,1,0.48,0.89,77.9,2121.96,0,91.6,0,HS002976
HS002977,Banana,268,Rourkela,Ranchi,road,129.2,2.69,12,15,3,9.0,0,0,0.246,0.895,9.8,249.24,0,14.5,0,HS002977
HS002978,Pharmaceuticals,239,Balasore,Visakhapatnam,road,574.9,11.98,2,8,11,29.1,0,0,0.06,0.746,6.0,1109.9,1,60.1,0,HS002978
HS002979,Tomato,433,Visakhapatnam,Ranchi,rail,665.7,12.1,8,13,10,34.4,0,0,0.953,0.945,0.0,703.36,1,104.6,0,HS002979
HS002980,Leafy Vegetables,363,Ranchi,Cuttack,local,325.8,10.86,2,8,13,16.6,1,0,0.352,0.783,34.6,1183.01,1,61.1,0,HS002980
HS002981,Tomato,209,Berhampur,Raipur,road,394.1,8.21,8,13,11,24.1,0,0,0.511,0.91,2.1,771.02,0,35.5,0,HS002981
HS002982,Rice,416,Ranchi,Visakhapatnam,rail,665.7,12.1,15,30,2,34.6,0,0,0.103,0.956,14.6,716.4,1,50.4,0,HS002982
HS002983,Packaged Food,244,Berhampur,Cuttack,road,171.0,3.56,15,30,8,23.6,1,0,0.736,0.793,0.0,1033.11,0,54.8,0,HS002983
HS002984,Dairy,65,Balasore,Ranchi,road,264.8,5.52,2,8,22,25.4,0,0,0.481,0.964,0.0,633.69,0,9.5,0,HS002984
HS002985,Mango,540,Ranchi,Visakhapatnam,road,665.7,13.87,8,12,6,35.0,0,0,0.178,0.914,4.6,1392.12,1,72.3,0,HS002985
HS002986,Tomato,508,Visakhapatnam,Bhubaneswar,rail,399.0,7.26,8,13,15,15.9,2,0,0.264,0.903,13.5,1597.16,0,39.0,0,HS002986
HS002987,Banana,399,Berhampur,Kolkata,road,518.2,10.8,12,15,14,23.4,0,0,0.616,0.746,0.8,1213.36,1,79.5,1,HS002987
HS002988,Rice,263,Berhampur,Raipur,rail,394.1,7.16,15,30,21,11.2,0,0,0.862,0.836,24.3,434.1,0,0.0,0,HS002988
HS002989,Mango,334,Cuttack,Raipur,road,450.6,9.39,8,12,10,26.9,1,0,0.108,0.838,0.8,1063.89,0,69.1,0,HS002989
HS002990,Packaged Food,596,Puri,Bhubaneswar,road,53.7,1.12,15,30,21,17.5,1,0,0.188,0.944,2.8,523.11,0,48.5,0,HS002990
HS002991,Fish,232,Puri,Hyderabad,road,819.6,17.08,-2,4,13,37.2,0,0,0.863,0.843,8.4,1644.28,1,111.5,0,HS002991
HS002992,Dairy,612,Gopalpur,Raipur,rail,408.1,7.42,2,8,2,28.8,1,1,0.732,0.816,25.9,1055.65,0,69.8,0,HS002992
HS002993,Rice,134,Puri,Chennai,road,954.6,19.89,15,30,2,33.0,0,0,0.927,0.826,16.0,1826.25,0,60.8,0,HS002993
HS002994,Mango,390,Rourkela,Visakhapatnam,road,536.5,11.18,8,12,0,29.7,0,0,0.158,0.961,0.8,1200.14,0,67.5,0,HS002994
HS002995,Rice,356,Ranchi,Bhubaneswar,road,343.1,7.15,15,30,21,12.0,0,0,0.656,0.873,0.0,680.62,0,17.0,0,HS002995
HS002996,Mango,672,Rourkela,Hyderabad,road,858.5,17.89,8,12,16,31.5,3,1,0.232,0.845,47.7,3354.03,1,76.2,1,HS002996
HS002997,Rice,193,Puri,Raipur,road,465.8,9.7,15,30,0,22.7,0,1,0.303,0.911,18.1,923.64,0,102.5,0,HS002997
HS002998,Dairy,207,Rourkela,Cuttack,road,226.6,4.72,2,8,5,12.8,0,0,0.539,0.79,9.3,455.11,0,44.3,0,HS002998
HS002999,Mango,141,Rourkela,Bhubaneswar,road,240.5,5.01,8,12,13,12.2,1,0,0.383,0.934,0.0,933.39,0,20.9,0,HS002999
HS003000,Rice,242,Ranchi,Jamshedpur,road,109.3,2.28,15,30,11,25.3,0,0,0.568,0.876,0.0,242.55,0,17.7,0,HS003000
HS003001,Mango,413,Visakhapatnam,Raipur,road,429.9,8.96,8,12,14,29.1,1,0,0.384,0.786,0.0,1677.39,0,51.3,0,HS003001
HS003002,Banana,109,Puri,Ranchi,road,396.3,8.26,12,15,15,29.8,0,0,0.753,0.744,0.0,801.36,0,25.4,0,HS003002
HS003003,Rice,262,Visakhapatnam,Hyderabad,road,502.8,10.48,15,30,21,29.7,0,0,0.236,0.846,3.0,1085.12,0,0.0,0,HS003003
HS003004,Dairy,521,Jamshedpur,Hyderabad,road,1005.8,20.95,2,8,0,33.3,0,0,0.072,0.911,28.2,1887.08,1,64.5,0,HS003004
HS003005,Spices,327,Bhubaneswar,Chennai,road,996.3,20.76,15,30,14,26.6,1,0,0.784,0.802,36.3,2774.82,1,92.7,0,HS003005
HS003006,Frozen Food,368,Rourkela,Hyderabad,road,858.5,17.89,-20,-15,21,21.9,0,0,0.894,0.961,15.5,1695.55,1,112.1,0,HS003006
HS003007,Frozen Food,131,Bhubaneswar,Cuttack,rail,19.5,0.35,-20,-15,0,23.0,1,0,0.823,0.854,4.2,238.74,0,54.6,0,HS003007
HS003008,Tomato,328,Balasore,Jamshedpur,rail,163.9,2.98,8,13,8,8.8,1,0,0.447,0.933,13.0,815.52,0,43.8,0,HS003008
HS003009,Banana,357,Berhampur,Bhubaneswar,road,153.4,3.2,12,15,3,12.2,0,0,0.444,0.751,0.8,291.15,1,17.7,0,HS003009
HS003010,Packaged Food,315,Puri,Raipur,road,465.8,9.7,15,30,5,23.9,0,0,0.309,0.856,3.5,938.1,1,46.7,0,HS003010
HS003011,Mango,387,Rourkela,Chennai,road,1129.8,23.54,8,12,17,35.5,1,0,0.467,0.964,6.2,2722.27,1,109.8,0,HS003011
HS003012,Dairy,286,Puri,Raipur,road,465.8,9.7,2,8,15,21.5,1,0,0.035,0.829,19.0,1360.17,1,63.7,0,HS003012
HS003013,Tomato,260,Berhampur,Cuttack,road,171.0,3.56,8,13,15,25.7,0,0,0.67,0.915,1.5,332.43,0,13.0,0,HS003013
HS003014,Tomato,178,Gopalpur,Raipur,local,408.1,13.6,8,13,12,26.8,0,0,0.703,0.896,9.4,1127.48,0,45.7,0,HS003014
HS003015,Fish,659,Balasore,Kolkata,road,190.2,3.96,-2,4,14,13.0,0,0,0.818,0.805,0.0,421.62,0,41.5,0,HS003015
HS003016,Rice,158,Jamshedpur,Cuttack,local,262.5,8.75,15,30,4,21.0,1,0,0.646,0.928,37.9,954.0,0,21.2,0,HS003016
HS003017,Rice,388,Bhubaneswar,Cuttack,road,19.5,0.41,15,30,15,8.0,0,1,0.178,0.831,8.6,36.07,0,20.3,0,HS003017
HS003018,Spices,1137,Balasore,Ranchi,road,264.8,5.52,15,30,2,14.3,0,0,0.858,0.816,1.3,633.78,1,31.8,0,HS003018
HS003019,Tomato,716,Cuttack,Visakhapatnam,road,416.7,8.68,8,13,14,16.3,0,0,0.375,0.886,9.2,966.99,0,13.5,0,HS003019
HS003020,Dairy,487,Bhubaneswar,Jamshedpur,road,281.7,5.87,2,8,10,22.2,1,0,0.64,0.773,0.0,1026.77,1,19.3,0,HS003020
HS003021,Mango,412,Bhubaneswar,Kolkata,road,364.9,7.6,8,12,17,25.0,1,0,0.214,0.947,6.6,1088.48,0,15.4,0,HS003021
HS003022,Flowers,322,Jamshedpur,Visakhapatnam,local,648.6,21.62,2,8,13,33.9,0,1,0.41,0.737,48.4,1892.71,0,81.8,0,HS003022
HS003023,Leafy Vegetables,195,Visakhapatnam,Jamshedpur,road,648.6,13.51,2,8,0,28.4,1,0,0.629,0.944,14.5,1986.26,1,131.1,0,HS003023
HS003024,Fish,297,Sambalpur,Visakhapatnam,local,427.9,14.26,-2,4,5,28.8,0,1,0.656,0.855,13.8,1214.72,0,76.7,0,HS003024
HS003025,Banana,509,Gopalpur,Kolkata,rail,513.9,9.34,12,15,5,16.9,1,1,0.304,0.887,17.4,1061.76,0,53.1,0,HS003025
HS003026,Rice,451,Visakhapatnam,Raipur,rail,429.9,7.82,15,30,19,21.7,0,0,0.597,0.959,6.5,523.07,0,55.0,0,HS003026
HS003027,Rice,584,Balasore,Hyderabad,local,996.1,33.2,15,30,8,57.2,0,1,0.004,0.96,11.5,2661.09,0,103.5,0,HS003027
HS003028,Spices,773,Balasore,Cuttack,road,158.2,3.3,15,30,15,12.4,1,0,0.594,0.933,11.7,640.05,0,0.0,0,HS003028
HS003029,Mango,316,Rourkela,Raipur,rail,351.3,6.39,8,12,14,30.0,2,0,0.907,0.911,19.2,823.93,0,40.7,0,HS003029
HS003030,Packaged Food,396,Sambalpur,Raipur,rail,244.7,4.45,15,30,10,12.6,0,1,0.531,0.862,10.1,281.35,0,53.3,0,HS003030
