shipment_id,temp_obs_count,observed_avg_temp,observed_min_temp,observed_max_temp,observed_temp_std,observed_excursion_count,observed_in_range_pct,observed_sensor_fair_pct
HS002544,5,22.526,15.35,28.52,5.134231198534011,0,100.0,0.0
HS002545,5,11.862,10.23,14.38,1.614766236951962,1,80.0,0.4
HS002546,10,25.216,16.4,29.78,4.778231192955541,0,100.0,0.3
HS002547,6,4.3500000000000005,2.1,7.8,2.506391828904651,0,100.0,0.16666666666666666
HS002548,9,4.205555555555556,2.2,6.98,1.5552179197070028,0,100.0,0.2222222222222222
HS002549,7,3.934285714285714,2.03,6.84,1.9533633997360993,0,100.0,0.0
HS002550,10,9.803999999999998,8.27,11.86,1.2732041819319042,0,100.0,0.3
HS002551,5,1.154,-0.24,2.48,1.2306827373454134,0,100.0,0.2
HS002552,7,5.8500000000000005,3.62,9.53,1.880443210167929,1,85.71428571428571,0.2857142857142857
HS002553,5,13.666,12.65,14.18,0.594163277222684,0,100.0,0.2
HS002554,8,21.99375,16.15,29.52,5.508455675465805,0,100.0,0.125
HS002555,9,6.328888888888889,4.29,7.68,1.1669880509718644,0,100.0,0.4444444444444444
HS002556,3,13.133333333333333,12.17,13.85,0.8667371766189177,0,100.0,0.3333333333333333
HS002557,9,-17.203333333333333,-19.02,-13.43,1.6836196126203804,1,88.88888888888889,0.2222222222222222
HS002558,8,13.8025,12.49,14.89,0.8761400736020636,0,100.0,0.0
HS002559,12,10.4,8.36,11.82,0.9761985640040841,0,100.0,0.25
HS002560,9,5.955555555555556,2.19,12.04,2.9000909947409887,1,88.88888888888889,0.2222222222222222
HS002561,6,11.006666666666666,8.44,14.12,1.9562276622792827,1,83.33333333333334,0.5
HS002562,4,11.145,9.89,13.31,1.548816752664218,1,75.0,0.25
HS002563,5,5.26,2.13,7.46,2.261382320617193,0,100.0,0.4
HS002564,10,9.942,8.64,11.08,0.7309172319763709,0,100.0,0.3
HS002565,5,22.978,18.24,29.75,4.89293061467256,0,100.0,0.6
HS002566,12,22.22666666666667,15.09,26.73,3.9191170929022774,0,100.0,0.3333333333333333
HS002567,10,13.882,12.08,16.43,1.3859357047777425,1,90.0,0.1
HS002568,7,4.694285714285714,3.18,7.35,1.5231421157468874,0,100.0,0.14285714285714285
HS002569,11,9.696363636363635,8.08,11.2,1.137112771252463,0,100.0,0.36363636363636365
HS002570,9,-16.74888888888889,-19.2,-13.88,1.5312612811375825,1,88.88888888888889,0.1111111111111111
HS002571,16,9.769375,3.46,11.74,2.0502437863174547,1,93.75,0.375
HS002572,9,22.200000000000003,15.81,28.09,4.172756882445945,0,100.0,0.3333333333333333
HS002573,10,10.758,8.93,12.99,1.4629331267468566,0,100.0,0.2
HS002574,12,4.9174999999999995,2.11,10.29,2.530408249490763,1,91.66666666666666,0.3333333333333333
HS002575,13,13.890769230769232,12.49,18.49,1.5691370321425158,1,92.3076923076923,0.3076923076923077
HS002576,7,10.435714285714285,7.26,12.79,2.145979629779503,1,85.71428571428571,0.2857142857142857
HS002577,6,4.988333333333333,2.01,7.53,2.1299147087774823,0,100.0,0.5
HS002578,9,0.02666666666666664,-1.98,3.57,1.7712636732005766,0,100.0,0.3333333333333333
HS002579,8,21.235,15.5,29.07,5.5212602081150175,0,100.0,0.5
HS002580,7,10.937142857142858,8.42,14.72,1.8774514133590277,1,85.71428571428571,0.2857142857142857
HS002581,5,9.822,8.61,11.29,0.9977825414387644,0,100.0,0.2
HS002582,6,5.068333333333333,2.98,6.29,1.3700425784137757,0,100.0,0.3333333333333333
HS002583,10,5.025,2.37,7.13,1.2880411484110281,0,100.0,0.1
HS002584,10,20.169999999999998,15.11,25.78,4.044832093754532,0,100.0,0.2
HS002585,6,22.596666666666664,16.15,29.98,4.889125347816997,0,100.0,0.3333333333333333
HS002586,9,25.561111111111114,19.65,28.81,3.223904637409598,0,100.0,0.2222222222222222
HS002587,8,13.205,12.19,14.91,0.8987928412201401,0,100.0,0.25
HS002588,9,5.185555555555556,3.08,9.24,2.159236619219343,1,88.88888888888889,0.1111111111111111
HS002589,7,4.107142857142857,2.45,8.78,2.150493852472917,1,85.71428571428571,0.42857142857142855
HS002590,9,5.131111111111111,2.75,7.35,1.5644443458017645,0,100.0,0.1111111111111111
HS002591,6,-17.12333333333333,-19.93,-15.32,2.176241408177564,0,100.0,0.16666666666666666
HS002592,8,12.022499999999999,9.58,16.95,2.2127858975896033,1,87.5,0.125
HS002593,13,4.200769230769231,2.16,7.46,1.8463994761808793,0,100.0,0.3076923076923077
HS002594,4,24.310000000000002,17.12,29.14,5.378928022075278,0,100.0,0.0
HS002595,7,11.608571428571429,10.51,12.11,0.5295730535512726,0,100.0,0.5714285714285714
HS002596,7,22.66,17.57,29.4,4.140503190032181,0,100.0,0.5714285714285714
HS002597,11,4.413636363636363,2.07,7.77,1.887226921847358,0,100.0,0.2727272727272727
HS002598,11,10.531818181818181,8.17,14.8,1.86510492027563,1,90.9090909090909,0.18181818181818182
HS002599,14,11.312857142857142,8.2,18.06,2.445615947494079,1,92.85714285714286,0.2857142857142857
HS002600,12,13.790833333333333,12.09,17.21,1.4469683563376308,2,83.33333333333334,0.16666666666666666
HS002601,9,5.08,2.35,7.38,1.8318979229203793,0,100.0,0.5555555555555556
HS002602,12,10.119166666666667,8.01,11.57,1.1613899065996378,0,100.0,0.16666666666666666
HS002603,10,-16.996000000000002,-19.34,-15.23,1.4265436083999217,0,100.0,0.2
HS002604,5,19.176,15.31,24.87,3.5209700367938375,0,100.0,0.0
HS002605,9,5.432222222222222,3.88,7.3,1.3091101727679166,0,100.0,0.0
HS002606,15,13.339333333333334,12.04,14.55,0.9527663981920274,0,100.0,0.26666666666666666
HS002607,4,4.79,3.92,6.45,1.1544984481005884,0,100.0,0.5
HS002608,5,20.594,17.8,26.74,3.6258902355145812,0,100.0,0.0
HS002609,5,0.0040000000000000036,-1.87,1.81,1.3503999407582925,0,100.0,0.2
HS002610,10,9.794,8.17,15.74,2.2355024292339998,1,90.0,0.1
HS002611,6,5.38,2.89,8.32,2.0729399412428715,1,83.33333333333334,0.3333333333333333
HS002612,6,3.7383333333333333,2.88,4.92,0.666885797319651,0,100.0,0.0
HS002613,7,4.29,2.85,5.63,0.9460091613368937,0,100.0,0.14285714285714285
HS002614,9,9.77111111111111,8.1,11.64,1.3933901503567159,0,100.0,0.3333333333333333
HS002615,13,21.27769230769231,15.1,27.27,4.388942837491648,0,100.0,0.23076923076923078
HS002616,7,14.445714285714287,12.48,18.59,2.011863623135335,1,85.71428571428571,0.7142857142857143
HS002617,9,13.984444444444444,12.62,14.83,0.6370657562432452,0,100.0,0.4444444444444444
HS002618,12,13.601666666666667,12.12,14.75,0.9200378780081273,0,100.0,0.25
HS002619,5,0.26799999999999996,-1.55,2.98,1.6918835657337652,0,100.0,0.4
HS002620,7,4.25,2.76,5.96,1.149231627363837,0,100.0,0.0
HS002621,3,11.096666666666666,10.65,11.41,0.39715656022950635,0,100.0,0.0
HS002622,11,5.075454545454545,2.96,7.98,1.6650427239945742,0,100.0,0.18181818181818182
HS002623,8,6.7524999999999995,3.31,11.09,2.473844607661755,1,87.5,0.25
HS002624,7,11.129999999999999,8.05,16.6,2.8851285355537746,1,85.71428571428571,0.14285714285714285
HS002625,12,23.675833333333333,15.45,28.92,4.726758370910206,0,100.0,0.4166666666666667
HS002626,8,4.715,0.61,7.98,2.6553181138451727,1,87.5,0.5
HS002627,8,13.52125,12.49,14.35,0.730135750587323,0,100.0,0.5
HS002628,8,21.26125,16.69,29.14,4.355113373954804,0,100.0,0.25
HS002629,11,22.819090909090907,18.05,27.09,3.372495973445942,0,100.0,0.18181818181818182
HS002630,13,5.261538461538462,2.65,10.32,2.041122428770692,1,92.3076923076923,0.07692307692307693
HS002631,9,20.482222222222223,15.12,30.95,5.307724978222256,1,88.88888888888889,0.2222222222222222
HS002632,7,4.935714285714285,2.23,7.0,1.6796314788553783,0,100.0,0.14285714285714285
HS002633,8,5.15125,3.33,7.82,1.4471492913409354,0,100.0,0.125
HS002634,5,19.413999999999998,16.27,24.36,3.046757292598149,0,100.0,0.4
HS002635,15,5.494,2.11,11.37,2.4035711526215082,1,93.33333333333333,0.2
HS002636,3,11.5,10.55,12.05,0.8261355820929153,0,100.0,0.0
HS002637,16,1.4481249999999999,-1.95,3.51,1.7830506395874832,0,100.0,0.3125
HS002638,6,4.64,2.33,7.75,2.170050690652179,0,100.0,0.3333333333333333
HS002639,5,9.966,8.39,11.92,1.286440826466574,0,100.0,0.0
HS002640,8,24.985,17.4,28.48,3.8230728104870977,0,100.0,0.125
HS002641,4,1.6799999999999997,-1.57,5.38,3.1259665172017863,1,75.0,0.0
HS002642,10,-0.6699999999999999,-6.31,1.73,2.2618379940020263,1,90.0,0.1
HS002643,9,-0.2155555555555555,-3.53,2.81,1.8028734780282774,1,88.88888888888889,0.1111111111111111
HS002644,9,0.9277777777777779,-1.6,2.99,1.4398331307635772,0,100.0,0.3333333333333333
HS002645,7,10.904285714285715,8.93,12.86,1.4064832875278819,0,100.0,0.42857142857142855
HS002646,6,22.86,17.55,27.82,3.6370592516482314,0,100.0,0.6666666666666666
HS002647,12,-16.968333333333334,-19.87,-12.3,2.425117929028807,2,83.33333333333334,0.08333333333333333
HS002648,10,5.221,2.37,9.55,2.3155294570932727,1,90.0,0.1
HS002649,13,5.167692307692307,2.15,7.31,1.9407135880312762,0,100.0,0.23076923076923078
HS002650,13,10.487692307692308,6.49,12.59,1.5140737203878913,1,92.3076923076923,0.38461538461538464
HS002651,9,10.802222222222222,8.85,15.67,2.1440019693191616,1,88.88888888888889,0.1111111111111111
HS002652,10,5.656000000000001,2.03,11.09,2.7909305497151546,1,90.0,0.4
HS002653,4,12.2675,8.57,13.97,2.4873061063461144,1,75.0,0.0
HS002654,5,-16.816,-19.36,-10.86,3.466890537643206,1,80.0,0.8
HS002655,14,24.365714285714287,16.66,29.12,4.363933853911936,0,100.0,0.21428571428571427
HS002656,5,5.534000000000001,3.67,7.28,1.5865623214989066,0,100.0,0.2
HS002657,4,4.05,3.25,4.72,0.6778888797829133,0,100.0,0.5
HS002658,7,6.4314285714285715,4.33,7.88,1.3598214168464497,0,100.0,0.14285714285714285
HS002659,8,13.31125,12.05,14.55,0.8667416405299634,0,100.0,0.25
HS002660,11,21.543636363636367,15.55,33.18,5.999523768979122,1,90.9090909090909,0.2727272727272727
HS002661,8,6.48625,3.75,10.51,2.1283859578831765,1,87.5,0.25
HS002662,9,10.774444444444445,8.64,15.07,1.9243512615366711,1,88.88888888888889,0.2222222222222222
HS002663,8,13.88375,12.45,14.96,0.9706100806046831,0,100.0,0.375
HS002664,9,23.051111111111112,17.6,27.86,3.75476512063153,0,100.0,0.4444444444444444
HS002665,10,9.982000000000001,8.13,12.66,1.7063528357288829,0,100.0,0.1
HS002666,7,-16.907142857142855,-19.33,-15.07,1.3993416819551752,0,100.0,0.14285714285714285
HS002667,6,13.775,12.35,14.75,1.037260815802853,0,100.0,0.3333333333333333
HS002668,9,13.224444444444446,12.14,14.88,1.0211893936864884,0,100.0,0.2222222222222222
HS002669,7,23.301428571428573,19.16,29.36,3.3574316998336116,0,100.0,0.2857142857142857
HS002670,8,14.2925,10.92,19.41,2.4642399581673393,2,75.0,0.25
HS002671,10,9.508,8.14,11.62,1.027108130194241,0,100.0,0.3
HS002672,10,5.806,2.39,9.89,2.1169852778578004,1,90.0,0.3
HS002673,9,19.99,13.74,24.14,3.4745791112018147,1,88.88888888888889,0.1111111111111111
HS002674,14,6.528571428571429,3.19,10.49,1.8248492335737563,1,92.85714285714286,0.2857142857142857
HS002675,10,15.096,12.36,19.72,2.7583054379254097,3,70.0,0.3
HS002676,9,24.025555555555556,12.45,29.63,5.951565153619491,1,88.88888888888889,0.4444444444444444
HS002677,6,5.616666666666667,3.39,6.87,1.332736533102723,0,100.0,0.16666666666666666
HS002678,14,21.735714285714288,15.68,28.73,4.574635276400504,0,100.0,0.21428571428571427
HS002679,10,4.496,2.16,6.92,1.5612829482334216,0,100.0,0.4
HS002680,8,5.38125,3.51,7.47,1.4241031012034007,0,100.0,0.375
HS002681,13,4.625384615384616,2.03,6.61,1.8398397366102994,0,100.0,0.3076923076923077
HS002682,10,4.837000000000001,2.44,7.0,1.5772764853097605,0,100.0,0.4
HS002683,9,6.335555555555556,3.52,11.7,2.9803779588800103,2,77.77777777777779,0.2222222222222222
HS002684,5,4.986,2.28,6.63,2.088331870177726,0,100.0,0.0
HS002685,5,25.494,23.47,27.67,1.8081565197736629,0,100.0,0.0
HS002686,10,1.3699999999999999,-1.31,3.58,1.686870870379038,0,100.0,0.1
HS002687,8,11.32625,8.71,12.95,1.595824350341496,0,100.0,0.375
HS002688,6,6.503333333333334,3.16,11.27,2.8438330940240966,1,83.33333333333334,0.16666666666666666
HS002689,5,1.812,-1.25,5.22,2.61787509251301,1,80.0,0.2
HS002690,6,7.065,5.95,7.94,0.7646633246076342,0,100.0,0.3333333333333333
HS002691,4,24.8325,18.04,28.97,4.718957335400834,0,100.0,0.0
HS002692,7,0.37,-1.19,3.05,1.3212746371086772,0,100.0,0.14285714285714285
HS002693,8,9.865,8.61,11.82,0.9073194428802748,0,100.0,0.0
HS002694,12,1.5816666666666668,-1.21,3.73,1.5801256183281662,0,100.0,0.08333333333333333
HS002695,10,-17.829,-19.85,-15.58,1.4911848383826276,0,100.0,0.2
HS002696,13,21.245384615384616,15.1,29.02,4.929382340254229,0,100.0,0.23076923076923078
HS002697,6,6.631666666666668,4.61,9.96,1.8332530285442508,1,83.33333333333334,0.0
HS002698,8,1.7974999999999999,-0.6,3.47,1.4010480770786258,0,100.0,0.375
HS002699,9,4.174444444444444,-0.93,7.93,2.7478769582675597,1,88.88888888888889,0.2222222222222222
HS002700,12,3.9425000000000003,2.12,7.14,1.6250657329362515,0,100.0,0.16666666666666666
HS002701,8,9.4125,8.21,11.81,1.2199619432003375,0,100.0,0.25
HS002702,6,20.533333333333335,15.96,28.15,4.613240365151881,0,100.0,0.0
HS002703,10,20.84,15.48,29.48,5.2033344010248745,0,100.0,0.4
HS002704,6,1.64,-0.94,2.99,1.4027401755136266,0,100.0,0.0
HS002705,9,1.4166666666666667,-1.36,3.76,2.2221273590863326,0,100.0,0.3333333333333333
HS002706,7,10.547142857142857,8.16,14.21,1.8365521526827957,1,85.71428571428571,0.42857142857142855
HS002707,10,2.2190000000000003,-1.18,7.18,2.5816250265632648,2,80.0,0.3
HS002708,8,5.14875,2.3,7.25,1.5257451341183148,0,100.0,0.125
HS002709,9,5.2988888888888885,2.4,8.03,1.967405934501345,1,88.88888888888889,0.1111111111111111
HS002710,7,10.854285714285714,9.58,11.99,1.062965304276315,0,100.0,0.0
HS002711,7,5.76,2.55,7.65,1.9326665516844854,0,100.0,0.5714285714285714
HS002712,6,10.756666666666666,8.55,14.11,2.1335572799122744,1,83.33333333333334,0.3333333333333333
HS002713,11,-17.740909090909092,-19.56,-15.07,1.4655337222012625,0,100.0,0.2727272727272727
HS002714,11,-16.76090909090909,-18.67,-15.54,1.1204860958124796,0,100.0,0.18181818181818182
HS002715,5,11.522,8.02,17.71,3.6423234342930066,1,80.0,0.0
HS002716,5,5.6259999999999994,2.49,7.77,2.38215868489066,0,100.0,0.2
HS002717,10,21.735999999999997,16.08,29.46,5.361913422982094,0,100.0,0.1
HS002718,8,2.26625,-1.36,6.55,2.4261076262782972,1,87.5,0.25
HS002719,11,10.746363636363636,8.19,13.99,1.6639547633711242,1,90.9090909090909,0.36363636363636365
HS002720,7,3.75,2.02,7.16,2.0786373741788955,0,100.0,0.42857142857142855
HS002721,16,5.0975,2.19,7.22,1.4790334681811632,0,100.0,0.25
HS002722,9,-16.61888888888889,-19.65,-11.26,2.5217971986484384,1,88.88888888888889,0.3333333333333333
HS002723,15,1.1413333333333333,-1.89,3.65,2.051441537298195,0,100.0,0.13333333333333333
HS002724,9,9.634444444444446,8.2,11.14,1.1392773050393739,0,100.0,0.3333333333333333
HS002725,7,1.3871428571428572,-1.3,3.64,1.5113207721031547,0,100.0,0.0
HS002726,16,5.00625,2.95,8.74,1.894514449667777,1,93.75,0.25
HS002727,11,4.820909090909091,2.34,6.94,1.6353253776876,0,100.0,0.36363636363636365
HS002728,10,9.888,7.19,11.82,1.5405179504165334,1,90.0,0.2
HS002729,6,4.653333333333333,2.41,6.35,1.4204881789957515,0,100.0,0.16666666666666666
HS002730,5,5.593999999999999,3.76,7.98,1.794848182994874,0,100.0,0.6
HS002731,3,14.203333333333333,13.82,14.51,0.3513308032799474,0,100.0,0.3333333333333333
HS002732,7,4.784285714285715,-0.8,7.73,2.8694009661882225,1,85.71428571428571,0.14285714285714285
HS002733,10,10.767,8.8,14.19,1.6056639332894869,1,90.0,0.3
HS002734,9,10.164444444444445,8.2,11.32,1.1833333333333333,0,100.0,0.1111111111111111
HS002735,9,-17.313333333333333,-18.76,-15.77,1.0811336642617324,0,100.0,0.3333333333333333
HS002736,9,10.564444444444444,8.15,12.96,1.5198282066660609,0,100.0,0.1111111111111111
HS002737,3,2.9233333333333333,2.03,3.53,0.7900210967647214,0,100.0,1.0
HS002738,7,10.697142857142856,8.4,15.3,2.2709815373219446,1,85.71428571428571,0.42857142857142855
HS002739,10,1.217,-0.85,3.8,1.6665069923512337,0,100.0,0.2
HS002740,7,4.8185714285714285,2.94,6.35,1.4623204000426693,0,100.0,0.2857142857142857
HS002741,8,24.27125,18.84,29.67,3.9698522372645404,0,100.0,0.125
HS002742,11,23.08727272727273,16.67,29.14,3.926963434790527,0,100.0,0.2727272727272727
HS002743,10,4.89,2.05,7.48,1.9657511993580923,0,100.0,0.3
HS002744,12,-17.455000000000002,-19.85,-13.42,1.9090240248023937,1,91.66666666666666,0.16666666666666666
HS002745,5,11.084,8.02,12.79,2.059254719552683,0,100.0,0.0
HS002746,14,1.035,-1.74,5.89,1.96423698241249,1,92.85714285714286,0.07142857142857142
HS002747,9,10.974444444444444,9.71,13.5,1.2088952716334769,1,88.88888888888889,0.4444444444444444
HS002748,6,3.481666666666667,2.14,4.19,0.8924217986281299,0,100.0,0.3333333333333333
HS002749,8,13.238750000000001,8.88,16.55,2.248151224577971,2,75.0,0.125
HS002750,7,21.584285714285716,16.77,29.01,5.26435769156712,0,100.0,0.5714285714285714
HS002751,10,4.454,3.15,6.88,1.2633922589599793,0,100.0,0.3
HS002752,11,1.229090909090909,-1.79,8.76,2.9347553715615025,1,90.9090909090909,0.18181818181818182
HS002753,5,5.1579999999999995,2.52,6.7,1.6769525932476448,0,100.0,0.4
HS002754,9,10.996666666666666,8.05,12.55,1.3548431643551957,0,100.0,0.2222222222222222
HS002755,10,10.607,8.72,12.78,1.4186304036718733,0,100.0,0.1
HS002756,8,23.635,17.03,29.79,4.984805484097218,0,100.0,0.25
HS002757,5,22.554,16.66,28.88,5.1789458386818445,0,100.0,0.2
HS002758,6,13.485,12.81,14.42,0.5873925433643159,0,100.0,0.5
HS002759,5,6.653999999999999,2.29,13.02,4.105926204889708,1,80.0,0.4
HS002760,9,5.591111111111111,2.2,12.66,3.1643579303092615,1,88.88888888888889,0.2222222222222222
HS002761,7,10.248571428571427,8.73,11.61,0.9459638571571427,0,100.0,0.42857142857142855
HS002762,3,6.06,2.64,9.51,3.4350982518699515,1,66.66666666666666,0.0
HS002763,3,16.373333333333335,12.41,21.94,4.963187819671279,1,66.66666666666666,0.3333333333333333
HS002764,7,10.491428571428571,8.09,13.0,1.881891146085311,0,100.0,0.2857142857142857
HS002765,7,6.328571428571428,2.38,7.61,1.8585426958724818,0,100.0,0.14285714285714285
HS002766,9,9.907777777777778,8.4,11.44,1.0981777836236013,0,100.0,0.0
HS002767,5,23.754,18.66,28.03,4.103739757830655,0,100.0,0.2
HS002768,8,-17.48875,-18.77,-15.36,1.2342081035454038,0,100.0,0.125
HS002769,3,24.666666666666668,19.37,29.42,5.04698259689226,0,100.0,0.0
HS002770,7,1.9042857142857144,-0.58,5.66,2.2054391636954995,1,85.71428571428571,0.14285714285714285
HS002771,8,24.447499999999998,15.14,32.57,6.0977132716172475,1,87.5,0.125
HS002772,6,3.5066666666666664,1.43,7.41,2.0751546127136327,1,83.33333333333334,0.16666666666666666
HS002773,9,1.0877777777777777,-1.62,3.65,1.7523397057775199,0,100.0,0.3333333333333333
HS002774,4,5.6,2.05,7.17,2.4144288489551036,0,100.0,0.0
HS002775,8,20.68,15.39,29.5,5.005006065359534,0,100.0,0.5
HS002776,16,13.69,12.12,17.94,1.4476325500623424,1,93.75,0.3125
HS002777,7,1.2342857142857144,-0.7,3.22,1.5695313222196527,0,100.0,0.0
HS002778,9,6.832222222222223,2.94,13.44,3.4347262546590875,2,77.77777777777779,0.4444444444444444
HS002779,11,5.0236363636363635,-0.91,7.75,2.6449282513038903,1,90.9090909090909,0.18181818181818182
HS002780,8,22.62875,17.51,28.87,3.360575790375384,0,100.0,0.125
HS002781,12,4.8175,2.05,7.93,2.1562599143382086,0,100.0,0.4166666666666667
HS002782,7,13.071428571428571,12.49,14.35,0.622988190670004,0,100.0,0.5714285714285714
HS002783,5,2.664,-0.05,6.28,2.3236243241970076,1,80.0,0.0
HS002784,9,4.713333333333334,3.42,7.02,1.3329666162361307,0,100.0,0.0
HS002785,9,10.377777777777778,8.59,11.95,1.1999768516285823,0,100.0,0.2222222222222222
HS002786,4,10.6625,9.13,14.27,2.4356159385256113,1,75.0,0.5
HS002787,8,13.975,12.57,18.33,1.891983086605163,1,87.5,0.25
HS002788,7,5.045714285714285,2.95,8.78,2.2445256153796147,1,85.71428571428571,0.5714285714285714
HS002789,8,24.90875,20.7,29.37,2.9214401414370967,0,100.0,0.25
HS002790,10,-0.056000000000000036,-1.84,2.3,1.3691619496774092,0,100.0,0.3
HS002791,5,10.081999999999999,8.41,11.44,1.2297235461679996,0,100.0,0.2
HS002792,9,5.6466666666666665,2.82,9.74,2.426875563353012,2,77.77777777777779,0.3333333333333333
HS002793,3,19.97,15.21,29.34,8.11500462107077,0,100.0,0.3333333333333333
HS002794,9,5.788888888888889,2.68,11.68,2.6658790503530185,1,88.88888888888889,0.3333333333333333
HS002795,8,11.20125,8.26,12.93,1.401605584422991,0,100.0,0.5
HS002796,12,13.806666666666667,12.09,14.75,0.9043966681348035,0,100.0,0.4166666666666667
HS002797,7,22.49857142857143,16.38,27.04,3.998734918993876,0,100.0,0.14285714285714285
HS002798,9,22.26,17.56,28.74,3.7528422562106196,0,100.0,0.3333333333333333
HS002799,6,9.545,8.28,11.18,1.2177971916538486,0,100.0,0.16666666666666666
HS002800,7,22.577142857142857,16.04,30.71,5.233503333605238,1,85.71428571428571,0.14285714285714285
HS002801,7,10.971428571428572,9.4,12.67,1.2225032865862926,1,85.71428571428571,0.2857142857142857
HS002802,10,11.267,8.39,14.42,1.8014626773202318,2,80.0,0.1
HS002803,4,4.9825,2.15,7.68,2.433986784406741,0,100.0,0.25
HS002804,9,4.016666666666667,2.36,5.64,1.1696046340537471,0,100.0,0.1111111111111111
HS002805,14,5.005714285714285,2.22,8.96,2.307035107884358,1,92.85714285714286,0.14285714285714285
HS002806,9,20.283333333333335,15.29,27.13,3.691771255102352,0,100.0,0.3333333333333333
HS002807,6,25.00833333333333,22.22,27.58,1.841199789992022,0,100.0,0.5
HS002808,9,11.41,9.51,17.66,2.4823073943409995,1,88.88888888888889,0.4444444444444444
HS002809,6,0.775,-1.5,3.87,2.0893707186614825,0,100.0,0.16666666666666666
HS002810,7,21.874285714285715,17.54,31.52,5.067237436522512,1,85.71428571428571,0.5714285714285714
HS002811,10,2.102,-1.33,5.31,2.1983721250052275,2,80.0,0.1
HS002812,7,21.184285714285714,17.0,29.95,4.300774570325897,0,100.0,0.14285714285714285
HS002813,7,4.615714285714286,2.21,9.76,2.5483907153525807,1,85.71428571428571,0.2857142857142857
HS002814,6,9.596666666666666,8.21,11.54,1.4242144033349284,0,100.0,0.16666666666666666
HS002816,9,18.48111111111111,15.99,23.29,2.5918836993798764,0,100.0,0.2222222222222222
HS002817,4,21.4575,15.56,26.76,5.239468007345784,0,100.0,0.25
HS002818,8,11.0375,9.16,13.7,1.5111750394974104,1,87.5,0.125
HS002819,10,10.120000000000001,8.59,11.77,1.1231008661538628,0,100.0,0.1
HS002820,6,4.451666666666667,2.52,7.45,1.7931582938119737,0,100.0,0.3333333333333333
HS002821,8,10.04625,9.0,11.52,0.8262468932295167,0,100.0,0.0
HS002822,14,9.589285714285714,5.94,11.52,1.394061384178309,1,92.85714285714286,0.2857142857142857
HS002823,5,21.107999999999997,16.34,28.3,4.876183958794006,0,100.0,0.4
HS002824,7,24.875714285714285,22.14,28.66,2.4381745708819205,0,100.0,0.0
HS002825,7,19.638571428571428,15.24,28.11,4.258487323653116,0,100.0,0.14285714285714285
HS002826,9,-18.00111111111111,-19.77,-15.88,1.2317512375115003,0,100.0,0.4444444444444444
HS002827,7,4.7871428571428565,2.03,6.8,1.575867108247755,0,100.0,0.2857142857142857
HS002828,10,21.165,16.09,27.12,4.646078992010361,0,100.0,0.2
HS002829,8,10.76375,8.97,12.34,1.0544455211829844,0,100.0,0.125
HS002830,6,9.933333333333332,6.99,12.6,2.196767321922525,1,83.33333333333334,0.3333333333333333
HS002831,4,23.005,15.98,28.7,5.3327010041816525,0,100.0,0.5
HS002832,14,4.890000000000001,3.16,7.91,1.3230035757844576,0,100.0,0.14285714285714285
HS002833,7,21.375714285714285,16.11,27.41,4.984238013119816,0,100.0,0.42857142857142855
HS002834,9,13.639999999999999,12.04,14.45,0.8633365508305557,0,100.0,0.3333333333333333
HS002835,5,22.336000000000002,18.98,26.43,2.9624871307737357,0,100.0,0.0
HS002836,6,-0.5566666666666666,-5.99,1.55,2.757779299847373,1,83.33333333333334,0.3333333333333333
HS002837,4,-16.7275,-19.72,-15.12,2.1059182478592717,0,100.0,0.25
HS002838,6,18.713333333333335,15.81,21.52,2.301275008917158,0,100.0,0.3333333333333333
HS002839,4,5.5675,2.66,7.68,2.1556340907800964,0,100.0,0.25
HS002840,7,5.065714285714286,2.15,7.32,1.6404050022566292,0,100.0,0.0
HS002841,6,-16.683333333333334,-19.22,-13.98,1.8221818423710259,1,83.33333333333334,0.16666666666666666
HS002842,11,22.67,15.88,28.27,3.900987054579905,0,100.0,0.0
HS002843,10,22.819,15.87,29.28,4.117262979752987,0,100.0,0.2
HS002844,9,5.345555555555555,3.03,7.02,1.4226569431095388,0,100.0,0.4444444444444444
HS002845,10,10.164,8.56,11.55,1.0678347770657741,0,100.0,0.2
HS002846,8,13.379999999999999,12.03,14.63,1.1099034707062205,0,100.0,0.375
HS002847,7,19.754285714285714,16.68,25.14,3.042750165792217,0,100.0,0.14285714285714285
HS002848,8,24.99625,15.6,29.97,4.9213991550022795,0,100.0,0.125
HS002849,10,24.281,16.88,29.9,4.599104864596541,0,100.0,0.3
HS002850,6,9.773333333333333,8.25,11.8,1.3924319253258546,0,100.0,0.3333333333333333
HS002851,10,5.452,2.97,7.96,1.773983590053126,0,100.0,0.2
HS002852,6,4.2,2.02,6.83,2.0920516246020315,0,100.0,0.3333333333333333
HS002853,7,4.574285714285715,2.9,6.64,1.275171323690234,0,100.0,0.42857142857142855
HS002854,14,9.715714285714286,8.01,11.72,1.2306390727880077,0,100.0,0.35714285714285715
HS002855,6,1.7850000000000001,-1.64,3.98,2.1844244093124394,0,100.0,0.0
HS002856,9,13.681111111111111,12.27,16.4,1.3666514226792106,1,88.88888888888889,0.2222222222222222
HS002857,14,5.404285714285714,2.05,13.0,3.222341991795395,2,85.71428571428571,0.2857142857142857
HS002858,8,10.6525,9.79,12.43,0.9398746116979038,0,100.0,0.25
HS002859,14,10.827142857142857,8.29,16.15,2.5416633819710954,3,78.57142857142857,0.2857142857142857
