shipment_id,product_type,weight_kg,origin,destination,transport_mode,distance_km,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,temperature_excursion_minutes,estimated_cost_inr,delayed,delay_minutes,spoiled,shipment_id_raw,temp_obs_count,observed_avg_temp,observed_min_temp,observed_max_temp,observed_temp_std,observed_excursion_count,observed_in_range_pct,observed_sensor_fair_pct,vulnerability,excursion_risk,peak_delta,peak_delta_risk,delay_risk,P_spoilage,P_spoilage_noisy,P_spoilage_final,spoiled_synthetic
HS000693,Mango,78,Ranchi,Visakhapatnam,rail,665.7,12.1,8,12,18,17.9,3,0,0.363,0.755,43.7,1681.95,1,61.7,0,HS000693,9,9.983333333333333,8.44,11.17,1.1127218879845946,0,100.0,0.5555555555555556,1.0,0.9393460966843479,0.0,0.0,0.061700000000000005,1.001046096684348,0.8929397639243583,0.8929397639243583,1
HS000694,Mango,215,Puri,Ranchi,road,396.3,8.26,8,12,15,27.2,0,1,0.714,0.744,13.6,809.59,1,47.9,0,HS000694,10,10.073,8.25,11.91,1.3083666662420492,0,100.0,0.1,1.0,0.03626371637464835,0.0,0.0,0.0479,0.08416371637464834,0.1457572770690747,0.1457572770690747,0
HS000695,Packaged Food,296,Puri,Visakhapatnam,rail,362.8,6.6,15,30,16,16.9,1,0,0.219,0.944,6.9,1142.6,0,15.9,0,HS000695,6,22.305000000000003,15.94,28.92,5.138329495079116,0,100.0,0.3333333333333333,1.0,0.009756665624551356,0.0,0.0,0.0159,0.025656665624551357,0.08496679142138974,0.08496679142138974,0
HS000696,Spices,173,Rourkela,Cuttack,road,226.6,4.72,15,30,4,12.0,2,0,0.998,0.889,8.7,1679.39,0,49.4,0,HS000696,9,24.537777777777777,18.61,29.75,3.9536495095600537,0,100.0,0.2222222222222222,1.0,0.013925640306500382,0.0,0.0,0.0494,0.06332564030650038,0.03237099637510135,0.03237099637510135,0
HS000697,Spices,116,Sambalpur,Bhubaneswar,road,231.6,4.82,15,30,21,12.7,0,0,0.344,0.825,0.0,442.7,0,20.7,0,HS000697,7,24.36142857142857,18.98,28.66,3.21347905221858,0,100.0,0.1428571428571428,1.0,0.0024726231566347743,0.0,0.0,0.0207,0.023172623156634774,0.05578592538084658,0.05578592538084658,0
HS000698,Packaged Food,185,Bhubaneswar,Visakhapatnam,road,399.0,8.31,15,30,22,29.5,0,1,0.564,0.745,11.5,859.15,0,40.6,0,HS000698,12,22.6275,16.66,30.27,5.0201740734035045,1,91.66666666666666,0.25,1.0,0.024127021417669196,0.2699999999999996,0.026999999999999958,0.040600000000000004,0.09172702141766917,-0.03338433622086112,0.01,0
HS000699,Dairy,361,Cuttack,Visakhapatnam,road,416.7,8.68,2,8,22,24.0,0,0,0.86,0.879,0.0,990.9,0,58.9,0,HS000699,7,3.6,2.11,7.81,2.072904564453784,0,100.0,0.5714285714285714,1.2,0.0024726231566347743,0.0,0.0,0.0589,0.06186714778796173,0.15426984970865185,0.15426984970865185,1
HS000700,Tomato,361,Jamshedpur,Bhubaneswar,road,281.7,5.87,8,13,20,18.3,1,0,0.973,0.875,4.1,1154.86,0,119.7,0,HS000700,12,9.3025,8.01,11.12,1.091971736230967,0,100.0,0.3333333333333333,1.0,0.005596509224589802,0.0,0.0,0.1197,0.1252965092245898,0.1068062955802909,0.1068062955802909,0
HS000701,Banana,631,Jamshedpur,Raipur,road,502.0,10.46,12,15,0,25.2,0,0,0.904,0.722,5.4,1030.67,1,119.4,0,HS000701,12,13.460833333333332,12.18,14.97,1.0086846370247229,0,100.0,0.3333333333333333,1.0,0.007246239595831423,0.0,0.0,0.1194,0.12664623959583143,0.07437393754392749,0.07437393754392749,0
HS000702,Dairy,1338,Bhubaneswar,Ranchi,road,343.1,7.15,2,8,11,30.4,0,0,0.913,0.8,0.0,641.45,0,41.6,0,HS000702,6,7.718333333333334,4.36,12.47,3.000636043685849,2,66.66666666666666,0.5,1.2,0.0024726231566347743,4.470000000000001,0.44700000000000006,0.041600000000000005,0.5809671477879618,0.6858680703716507,0.6858680703716507,1
HS000703,Tomato,547,Ranchi,Hyderabad,road,971.7,20.24,8,13,6,34.7,0,0,0.727,0.912,0.6,1999.94,1,50.6,0,HS000703,6,10.9,9.66,11.86,0.9912618221237012,0,100.0,0.3333333333333333,1.0,0.002786996219042281,0.0,0.0,0.0506,0.05338699621904228,-0.017047372835233644,0.01,0
HS000704,Packaged Food,312,Ranchi,Visakhapatnam,road,665.7,13.87,15,30,18,20.2,0,0,0.101,0.936,18.1,1368.62,1,26.0,0,HS000704,7,22.95285714285714,15.54,26.86,4.255618694877453,0,100.0,0.4285714285714285,1.0,0.08471056573073579,0.0,0.0,0.026000000000000002,0.11071056573073579,-0.030135563905620194,0.01,0
HS000705,Mango,1128,Ranchi,Bhubaneswar,road,343.1,7.15,8,12,0,19.1,0,0,0.242,0.783,0.0,753.3,0,58.9,0,HS000705,7,9.162857142857144,5.2,14.29,2.7247857058596625,2,71.42857142857143,0.4285714285714285,1.0,0.0024726231566347743,2.289999999999999,0.22899999999999993,0.0589,0.2903726231566347,0.13470970580424432,0.13470970580424432,0
HS000706,Banana,125,Cuttack,Jamshedpur,rail,262.5,4.77,12,15,12,11.3,3,0,0.676,0.832,30.5,1105.05,0,49.8,0,HS000706,5,13.386,13.04,13.97,0.392402854219997,0,100.0,0.2,1.0,0.52497918747894,0.0,0.0,0.0498,0.57477918747894,0.6353801826135039,0.6353801826135039,1
HS000707,Tomato,91,Sambalpur,Cuttack,road,226.9,4.73,8,13,17,14.8,0,0,0.653,0.913,11.3,426.95,0,30.4,0,HS000707,8,11.2725,8.56,13.1,1.6639432510927596,1,87.5,0.25,1.0,0.023202938145644076,0.09999999999999964,0.009999999999999966,0.0304,0.06360293814564404,-0.06443999710398428,0.01,0
HS000708,Banana,197,Bhubaneswar,Hyderabad,rail,837.2,15.22,12,15,22,37.4,0,0,0.635,0.869,10.1,923.46,1,100.1,0,HS000708,8,13.4725,12.27,14.95,1.1435377437708696,0,100.0,0.375,1.0,0.018342890697743287,0.0,0.0,0.1001,0.11844289069774327,0.29392230889617976,0.29392230889617976,0
HS000709,Tomato,593,Cuttack,Bhubaneswar,road,19.5,0.41,8,13,1,12.3,0,0,0.125,0.808,13.8,37.2,0,14.0,0,HS000709,3,11.386666666666663,8.91,12.69,2.14584093849785,0,100.0,0.3333333333333333,1.0,0.037687890508605916,0.0,0.0,0.014,0.051687890508605915,-0.1565050502797663,0.01,0
HS000710,Frozen Food,391,Berhampur,Bhubaneswar,road,153.4,3.2,-20,-15,4,24.9,0,0,0.26,0.963,20.5,312.85,0,17.6,0,HS000710,9,-17.436666666666667,-19.36,-15.18,1.3888754443793725,0,100.0,0.3333333333333333,1.0,0.13010847436299783,0.0,0.0,0.0176,0.14770847436299783,0.31735411119200163,0.31735411119200163,1
HS000711,Leafy Vegetables,168,Balasore,Raipur,road,549.7,11.45,2,8,18,25.7,0,0,0.626,0.848,0.1,1088.86,0,74.2,0,HS000711,12,5.5616666666666665,2.42,11.77,2.4378598413486787,1,91.66666666666666,0.4166666666666667,1.0,0.0025224474607696942,3.7699999999999996,0.377,0.0742,0.4537224474607697,0.4748241941810315,0.4748241941810315,0
HS000712,Fish,218,Sambalpur,Kolkata,road,468.2,9.75,-2,4,20,16.5,3,0,0.469,0.877,83.2,2647.95,1,95.8,0,HS000712,11,0.5872727272727273,-1.44,3.87,1.8488379642850847,0,100.0,0.2727272727272727,1.0,0.999976061534048,0.0,0.0,0.0958,1.095776061534048,1.0861047503470087,0.99,1
HS000713,Spices,156,Cuttack,Jamshedpur,rail,262.5,4.77,15,30,3,10.1,1,0,0.635,0.846,0.0,691.91,0,78.9,0,HS000713,4,23.4975,17.23,26.99,4.298134285167615,0,100.0,0.0,1.0,0.0024726231566347743,0.0,0.0,0.07890000000000001,0.08137262315663478,0.0268807144757398,0.0268807144757398,0
HS000714,Fish,156,Cuttack,Chennai,road,1014.8,21.14,-2,4,16,32.4,0,0,0.249,0.752,7.2,1920.81,1,110.8,0,HS000714,5,2.8560000000000003,-1.94,9.24,4.249615276704469,1,80.0,0.0,1.0,0.010353737531091742,5.24,0.524,0.1108,0.6451537375310917,0.6850673489662988,0.6850673489662988,1
HS000715,Pharmaceuticals,959,Puri,Chennai,local,954.6,31.82,2,8,2,46.6,0,0,0.534,0.856,12.6,2783.42,1,81.1,0,HS000715,6,5.696666666666666,3.05,7.52,1.7417883530058027,0,100.0,0.1666666666666666,1.0,0.029886679803636237,0.0,0.0,0.08109999999999999,0.11098667980363623,0.10722320956115139,0.10722320956115139,0
HS000716,Leafy Vegetables,319,Cuttack,Bhubaneswar,rail,19.5,0.35,2,8,0,14.5,1,0,0.027,0.79,6.2,526.25,0,42.0,0,HS000716,5,5.636,4.57,6.88,1.1203927882666862,0,100.0,0.4,1.0,0.008492862851644346,0.0,0.0,0.042,0.05049286285164435,0.1608230510532965,0.1608230510532965,0
HS000717,Banana,1106,Ranchi,Chennai,road,1258.6,26.22,12,15,3,41.8,0,0,0.046,0.726,4.3,2686.22,1,123.5,0,HS000717,6,13.4,12.24,14.95,1.1999666662036903,0,100.0,0.1666666666666666,1.0,0.005823577006211514,0.0,0.0,0.1235,0.1293235770062115,0.14074634187241547,0.14074634187241547,0
HS000718,Leafy Vegetables,196,Bhubaneswar,Jamshedpur,local,281.7,9.39,2,8,17,26.5,0,0,0.304,0.76,15.5,778.34,0,84.6,0,HS000718,8,4.0325,2.31,5.32,1.0881143584857509,0,100.0,0.125,1.0,0.05215356307841772,0.0,0.0,0.0846,0.1367535630784177,0.15178373922460547,0.15178373922460547,0
HS000719,Packaged Food,482,Puri,Bhubaneswar,road,53.7,1.12,15,30,16,22.0,0,0,0.012,0.952,12.6,121.12,0,49.4,0,HS000719,10,24.419,16.31,28.83,4.222078082334968,0,100.0,0.0,1.0,0.029886679803636237,0.0,0.0,0.0494,0.07928667980363624,0.04292545858225065,0.04292545858225065,0
HS000720,Frozen Food,406,Puri,Ranchi,rail,396.3,7.2,-20,-15,14,22.4,0,0,0.403,0.92,0.0,439.13,0,10.4,0,HS000720,4,-17.1525,-18.46,-16.12,1.1023422033712282,0,100.0,0.5,1.0,0.0024726231566347743,0.0,0.0,0.010400000000000001,0.012872623156634776,0.00717806078452803,0.01,0
HS000721,Tomato,620,Cuttack,Ranchi,road,325.8,6.79,8,13,20,26.0,1,0,0.316,0.726,0.0,1465.09,1,75.2,0,HS000721,10,10.642,8.84,12.97,1.6482367683207546,0,100.0,0.3,1.0,0.0024726231566347743,0.0,0.0,0.0752,0.07767262315663477,0.1084528000458407,0.1084528000458407,0
HS000722,Dairy,413,Visakhapatnam,Jamshedpur,road,648.6,13.51,2,8,20,21.4,0,0,0.499,0.872,26.0,1227.21,1,61.4,0,HS000722,12,4.451666666666667,2.25,7.91,1.9001570907945928,0,100.0,0.3333333333333333,1.2,0.31002551887238755,0.0,0.0,0.0614,0.43343062264686505,0.26241378338120247,0.26241378338120247,0
HS000723,Rice,664,Cuttack,Jamshedpur,road,262.5,5.47,15,30,4,26.9,2,0,0.094,0.867,52.2,1623.78,1,62.1,0,HS000723,10,23.137,15.03,29.69,5.086909234059082,0,100.0,0.3,1.0,0.988341583445167,0.0,0.0,0.0621,1.050441583445167,0.9156230412345957,0.9156230412345957,1
HS000724,Frozen Food,502,Balasore,Kolkata,rail,190.2,3.46,-20,-15,12,9.2,1,0,0.451,0.838,3.2,897.99,0,68.8,0,HS000724,10,-16.308,-19.66,-13.64,1.5494715945193127,1,90.0,0.1,1.0,0.004678910986350701,1.3599999999999994,0.13599999999999995,0.0688,0.20947891098635066,0.28380532038862216,0.28380532038862216,0
HS000725,Fish,172,Rourkela,Cuttack,road,226.6,4.72,-2,4,20,16.3,0,0,0.168,0.756,0.0,498.5,0,57.5,0,HS000725,8,1.8875,0.59,3.93,1.230908491434564,0,100.0,0.0,1.0,0.0024726231566347743,0.0,0.0,0.0575,0.05997262315663478,0.07705916696942897,0.07705916696942897,0
HS000726,Spices,564,Cuttack,Bhubaneswar,road,19.5,0.41,15,30,9,18.7,1,0,0.436,0.954,13.5,345.92,0,11.2,0,HS000726,9,23.024444444444445,16.04,29.05,4.212458044631161,0,100.0,0.2222222222222222,1.0,0.03557118927263617,0.0,0.0,0.0112,0.04677118927263617,0.028372855637368254,0.028372855637368254,0
HS000727,Pharmaceuticals,327,Balasore,Chennai,local,1172.1,39.07,2,8,16,58.2,0,0,0.199,0.85,11.4,3025.59,1,66.3,0,HS000727,7,4.377142857142857,2.19,10.92,3.0696889868829507,1,85.71428571428571,0.0,1.0,0.023660578155461194,2.92,0.292,0.0663,0.38196057815546114,0.38380397146200046,0.38380397146200046,0
HS000728,Frozen Food,211,Bhubaneswar,Ranchi,road,343.1,7.15,-20,-15,20,19.6,0,0,0.662,0.903,16.5,776.32,0,19.8,0,HS000728,3,-18.586666666666662,-19.49,-17.19,1.226798000215736,0,100.0,0.6666666666666666,1.0,0.06297335605699649,0.0,0.0,0.0198,0.08277335605699648,0.1175315265931636,0.1175315265931636,1
HS000729,Banana,550,Balasore,Ranchi,local,264.8,8.83,12,15,14,19.2,1,0,0.195,0.932,9.8,1130.43,0,40.2,0,HS000729,10,13.616,12.28,16.81,1.360287551300173,1,90.0,0.3,1.0,0.017293156569905425,1.8099999999999987,0.18099999999999988,0.04020000000000001,0.23849315656990533,0.18451718853896917,0.18451718853896917,0
HS000730,Mango,637,Berhampur,Jamshedpur,road,414.6,8.64,8,12,4,31.7,0,0,0.034,0.961,10.2,902.04,0,0.0,0,HS000730,7,9.924285714285714,8.15,11.39,1.103779222230864,0,100.0,0.4285714285714285,1.0,0.018706509954354595,0.0,0.0,0.0,0.018706509954354595,-0.05912396258587668,0.01,0
HS000731,Packaged Food,256,Gopalpur,Visakhapatnam,rail,250.1,4.55,15,30,0,17.1,0,1,0.981,0.747,34.4,336.45,1,17.9,0,HS000731,7,19.44,16.6,23.71,2.973068000119293,0,100.0,0.1428571428571428,1.0,0.7068222210935675,0.0,0.0,0.0179,0.7247222210935675,0.7443067466033357,0.7443067466033357,1
HS000732,Fish,279,Gopalpur,Visakhapatnam,road,250.1,5.21,-2,4,1,11.2,1,1,0.695,0.816,21.5,713.41,0,94.2,0,HS000732,10,0.265,-1.68,3.73,1.7507411129131698,0,100.0,0.2,1.0,0.15446526508353467,0.0,0.0,0.0942,0.24866526508353468,0.15082798732203145,0.15082798732203145,0
HS000733,Leafy Vegetables,142,Puri,Raipur,rail,465.8,8.47,2,8,23,22.9,0,0,0.775,0.851,0.0,600.29,0,14.2,0,HS000733,11,4.651818181818182,2.96,6.76,1.2396597773729547,0,100.0,0.3636363636363636,1.0,0.0024726231566347743,0.0,0.0,0.014199999999999999,0.016672623156634772,0.05749789872808196,0.05749789872808196,0
HS000734,Fish,108,Bhubaneswar,Cuttack,rail,19.5,0.35,-2,4,4,11.9,0,0,0.051,0.865,8.2,26.55,1,30.6,0,HS000734,8,1.25,-1.5,7.67,2.8077545680286438,1,87.5,0.0,1.0,0.01261716067933869,3.67,0.367,0.030600000000000002,0.4102171606793387,0.23995880025555466,0.23995880025555466,0
HS000735,Mango,299,Visakhapatnam,Cuttack,road,416.7,8.68,8,12,12,32.7,0,1,0.659,0.948,46.2,882.08,0,52.9,0,HS000735,13,9.403846153846152,5.33,11.43,1.709885661194623,1,92.3076923076923,0.2307692307692307,1.0,0.9623121094913941,0.0,0.0,0.0529,1.0152121094913942,1.1181276732239585,0.99,1
HS000736,Rice,586,Berhampur,Chennai,rail,844.5,15.36,15,30,4,38.1,1,0,0.531,0.84,2.6,1462.27,1,73.0,0,HS000736,14,22.327857142857145,16.69,28.0,3.812637243071095,0,100.0,0.2142857142857142,1.0,0.004152018563600643,0.0,0.0,0.073,0.07715201856360064,0.12441176680490494,0.12441176680490494,0
HS000737,Tomato,241,Bhubaneswar,Chennai,local,996.3,33.21,8,13,15,54.7,0,0,0.92,0.912,14.0,2387.84,1,88.3,0,HS000737,13,10.025384615384615,8.1,11.54,1.1650866590416882,0,100.0,0.2307692307692307,1.0,0.039165722796764356,0.0,0.0,0.0883,0.12746572279676435,0.15306869622815192,0.15306869622815192,0
HS000738,Rice,885,Bhubaneswar,Cuttack,rail,19.5,0.35,15,30,15,15.2,1,0,0.696,0.832,3.8,678.0,0,78.4,0,HS000738,8,23.97625,17.23,28.13,3.982396756800033,0,100.0,0.125,1.0,0.005272312226948675,0.0,0.0,0.07840000000000001,0.08367231222694868,0.18194141062150007,0.18194141062150007,0
HS000739,Dairy,306,Visakhapatnam,Jamshedpur,local,648.6,21.62,2,8,5,34.1,0,0,0.206,0.816,21.3,1925.38,1,35.6,0,HS000739,5,4.7620000000000005,2.86,7.89,1.9695354782283048,0,100.0,0.4,1.2,0.14931293453084377,0.0,0.0,0.0356,0.2147755214370125,0.3813229658832702,0.3813229658832702,0
HS000740,Tomato,307,Puri,Cuttack,rail,72.4,1.32,8,13,8,18.1,2,0,0.161,0.785,19.9,623.05,0,70.8,0,HS000740,11,10.954545454545457,8.12,12.52,1.4485811239717548,0,100.0,0.1818181818181818,1.0,0.11711899087578047,0.0,0.0,0.0708,0.18791899087578046,0.2893559973775935,0.2893559973775935,1
HS000741,Mango,290,Gopalpur,Visakhapatnam,road,250.1,5.21,8,12,23,10.9,2,0,0.227,0.796,14.7,986.16,1,44.0,0,HS000741,5,10.602,8.85,11.76,1.24437534530382,0,100.0,0.4,1.0,0.044787703049786715,0.0,0.0,0.044,0.08878770304978671,-0.09529972008337782,0.01,0
HS000742,Rice,662,Jamshedpur,Chennai,rail,1249.5,22.72,15,30,7,46.6,2,0,0.608,0.879,30.6,1897.32,1,72.5,0,HS000742,3,26.32333333333333,22.63,30.58,4.004826255074411,1,66.66666666666666,0.3333333333333333,1.0,0.5299640517645718,0.5799999999999983,0.05799999999999983,0.0725,0.6604640517645717,0.5325063550910015,0.5325063550910015,1
HS000743,Banana,188,Berhampur,Visakhapatnam,rail,245.7,4.47,12,15,19,16.7,2,1,0.445,0.734,89.2,1406.05,1,77.6,0,HS000743,8,12.7025,8.29,14.24,1.870956592609399,1,87.5,0.25,1.0,0.9999927897519977,0.0,0.0,0.0776,1.0775927897519977,1.0151109319824299,0.99,1
HS000744,Mango,322,Berhampur,Visakhapatnam,road,245.7,5.12,8,12,3,17.6,1,0,0.957,0.798,23.3,714.65,0,34.2,0,HS000744,7,9.721428571428572,8.28,11.83,1.2629123560436095,0,100.0,0.4285714285714285,1.0,0.20751005855963564,0.0,0.0,0.0342,0.24171005855963565,0.24431916358071903,0.24431916358071903,0
HS000745,Flowers,245,Cuttack,Jamshedpur,road,262.5,5.47,2,8,9,9.9,1,0,0.752,0.889,5.9,1188.49,1,38.0,0,HS000745,8,5.55375,2.74,7.06,1.837894272569251,0,100.0,0.375,1.0,0.00800223481421624,0.0,0.0,0.038,0.04600223481421624,0.09776813686112855,0.09776813686112855,0
HS000746,Leafy Vegetables,243,Sambalpur,Cuttack,road,226.9,4.73,2,8,22,11.8,0,0,0.119,0.742,8.1,442.67,1,57.2,0,HS000746,7,5.437142857142858,3.17,7.07,1.499941268691481,0,100.0,0.2857142857142857,1.0,0.012370414740162428,0.0,0.0,0.0572,0.06957041474016243,-0.0030039665751841332,0.01,0
HS000747,Leafy Vegetables,358,Visakhapatnam,Chennai,rail,601.6,10.94,2,8,21,33.6,2,0,0.951,0.855,28.7,1835.14,1,104.3,0,HS000747,10,5.683,3.35,7.92,1.7563728407019836,0,100.0,0.1,1.0,0.4353637081969708,0.0,0.0,0.1043,0.5396637081969708,0.5583403846446787,0.5583403846446787,1
HS000748,Tomato,325,Rourkela,Jamshedpur,rail,151.2,2.75,8,13,0,19.5,0,0,0.757,0.835,0.0,174.86,0,24.3,0,HS000748,8,9.87125,8.24,12.29,1.2301502521469243,0,100.0,0.5,1.0,0.0024726231566347743,0.0,0.0,0.024300000000000002,0.026772623156634777,-0.04876567007869748,0.01,0
HS000749,Spices,693,Ranchi,Bhubaneswar,rail,343.1,6.24,15,30,15,15.9,3,0,0.028,0.736,31.3,1384.21,0,71.3,1,HS000749,11,20.78090909090909,16.42,27.83,3.958968185134744,0,100.0,0.3636363636363636,1.0,0.5646362918030292,0.0,0.0,0.0713,0.6359362918030292,0.5747845115038344,0.5747845115038344,0
HS000750,Tomato,348,Ranchi,Visakhapatnam,road,665.7,13.87,8,13,3,32.6,1,0,0.903,0.739,2.6,1656.25,1,143.0,0,HS000750,10,9.439,8.05,12.04,1.3330703907396138,0,100.0,0.4,1.0,0.004152018563600643,0.0,0.0,0.14300000000000002,0.14715201856360066,0.006485908878778424,0.01,0
HS000751,Tomato,502,Puri,Ranchi,road,396.3,8.26,8,13,11,28.6,2,0,0.656,0.87,35.4,1898.28,0,10.1,0,HS000751,9,11.882222222222222,8.12,18.02,3.2137352791486182,2,77.77777777777779,0.1111111111111111,1.0,0.7464939833376621,5.02,0.502,0.0101,1.2585939833376623,1.1662706587265719,0.99,1
HS000752,Leafy Vegetables,392,Cuttack,Kolkata,road,347.7,7.24,2,8,23,30.6,0,1,0.368,0.852,25.2,745.5,0,26.2,0,HS000752,8,4.96125,2.42,8.0,1.638182246097354,0,100.0,0.25,1.0,0.2768781948756101,0.0,0.0,0.0262,0.3030781948756101,0.16790973431397674,0.16790973431397674,0
HS000753,Tomato,872,Bhubaneswar,Chennai,rail,996.3,18.12,8,13,1,41.6,0,1,0.056,0.9,12.0,1288.51,0,55.8,0,HS000753,6,10.433333333333332,8.79,12.44,1.3771371270380688,0,100.0,0.5,1.0,0.026596993576865856,0.0,0.0,0.055799999999999995,0.08239699357686585,-0.015190331720867437,0.01,0
HS000754,Leafy Vegetables,288,Jamshedpur,Cuttack,rail,262.5,4.77,2,8,22,22.3,1,0,0.804,0.876,18.5,697.81,0,80.3,0,HS000754,8,4.1725,2.07,6.92,1.754502371451396,0,100.0,0.25,1.0,0.09112296101485612,0.0,0.0,0.0803,0.1714229610148561,0.27678714067564003,0.27678714067564003,0
HS000755,Mango,288,Sambalpur,Cuttack,rail,226.9,4.12,8,12,11,13.3,0,0,0.213,0.843,19.7,268.43,1,29.4,0,HS000755,7,8.744285714285715,7.05,10.7,1.1371727682115431,1,85.71428571428571,0.4285714285714285,1.0,0.11304583007207897,0.0,0.0,0.0294,0.14244583007207898,0.04750594118888467,0.04750594118888467,0
HS000756,Banana,568,Ranchi,Kolkata,road,324.3,6.76,12,15,13,30.7,0,0,0.471,0.828,0.0,734.86,0,28.1,0,HS000756,9,13.011111111111113,12.23,14.17,0.813840347433765,0,100.0,0.2222222222222222,1.0,0.0024726231566347743,0.0,0.0,0.028100000000000003,0.030572623156634778,0.29381082964037386,0.29381082964037386,0
HS000757,Leafy Vegetables,285,Balasore,Cuttack,rail,158.2,2.88,2,8,22,15.9,2,1,0.955,0.8,50.6,1044.25,0,81.2,0,HS000757,10,5.419,2.61,9.01,1.9352545052266377,1,90.0,0.2,1.0,0.9840151516577974,1.0099999999999998,0.10099999999999998,0.08120000000000001,1.1662151516577972,1.2155469417458862,0.99,1
HS000758,Spices,484,Visakhapatnam,Bhubaneswar,road,399.0,8.31,15,30,17,24.7,0,0,0.76,0.73,3.6,886.79,0,67.7,0,HS000758,7,21.027142857142856,16.9,24.19,2.4757673173228154,0,100.0,0.2857142857142857,1.0,0.005066629333466254,0.0,0.0,0.06770000000000001,0.07276662933346627,0.09125024170295366,0.09125024170295366,0
HS000759,Mango,1600,Ranchi,Raipur,local,444.4,14.81,8,12,15,34.5,0,0,0.556,0.74,13.0,1306.05,1,55.5,0,HS000759,5,11.07,9.01,13.23,1.616230181626368,1,80.0,0.2,1.0,0.032295464698450495,1.2300000000000004,0.12300000000000005,0.0555,0.21079546469845054,0.12495968668032917,0.12495968668032917,0
HS000760,Tomato,185,Jamshedpur,Hyderabad,rail,1005.8,18.29,8,13,17,28.6,3,1,0.377,0.865,73.0,2069.89,1,127.4,0,HS000760,7,9.804285714285712,8.71,10.59,0.7838762049978969,0,100.0,0.0,1.0,0.9998159280950366,0.0,0.0,0.1274,1.1272159280950367,1.1972469160359358,0.99,1
HS000761,Spices,947,Jamshedpur,Bhubaneswar,road,281.7,5.87,15,30,11,16.8,0,0,0.66,0.865,0.0,542.16,0,28.1,0,HS000761,7,20.177142857142854,15.55,24.53,2.9043055066901067,0,100.0,0.1428571428571428,1.0,0.0024726231566347743,0.0,0.0,0.028100000000000003,0.030572623156634778,-0.02699115946714262,0.01,0
HS000762,Spices,254,Bhubaneswar,Ranchi,rail,343.1,6.24,15,30,15,17.4,1,1,0.601,0.731,49.9,1049.05,1,35.1,0,HS000762,7,21.148571428571422,17.14,27.17,3.809420028348273,0,100.0,0.2857142857142857,1.0,0.9816571093022567,0.0,0.0,0.0351,1.0167571093022567,1.0289580907667928,0.99,1
HS000763,Pharmaceuticals,835,Jamshedpur,Cuttack,road,262.5,5.47,2,8,0,21.5,0,1,0.245,0.829,26.2,525.35,0,85.0,0,HS000763,9,5.383333333333334,2.26,7.88,1.676573887426379,0,100.0,0.5555555555555556,1.0,0.31864626621097436,0.0,0.0,0.085,0.4036462662109744,0.6596547200378539,0.6596547200378539,0
HS000764,Tomato,547,Visakhapatnam,Chennai,rail,601.6,10.94,8,13,14,15.7,0,0,0.802,0.957,17.9,686.59,1,57.1,0,HS000764,10,10.05,8.26,14.04,1.782339286817561,1,90.0,0.2,1.0,0.08166025546159462,1.0399999999999991,0.10399999999999993,0.057100000000000005,0.24276025546159455,0.23315426548912957,0.23315426548912957,1
HS000765,Leafy Vegetables,517,Puri,Visakhapatnam,rail,362.8,6.6,2,8,2,17.0,0,0,0.119,0.767,5.0,424.86,1,0.0,0,HS000765,5,3.79,2.04,5.91,1.814510953397637,0,100.0,0.2,1.0,0.0066928509242848554,0.0,0.0,0.0,0.0066928509242848554,0.12162018355285244,0.12162018355285244,0
HS000766,Tomato,317,Jamshedpur,Bhubaneswar,rail,281.7,5.12,8,13,10,14.4,1,1,0.212,0.912,38.2,982.6,1,0.0,0,HS000766,4,10.59,9.27,12.65,1.5887101686588403,0,100.0,0.5,1.0,0.8375349374193041,0.0,0.0,0.0,0.8375349374193041,0.7672172949067153,0.7672172949067153,1
HS000767,Banana,297,Puri,Ranchi,road,396.3,8.26,12,15,4,30.7,1,0,0.144,0.847,0.0,1158.9,0,0.0,0,HS000767,13,14.13923076923077,12.06,19.08,1.6658254287212566,1,92.3076923076923,0.3846153846153846,1.0,0.0024726231566347743,4.079999999999998,0.40799999999999986,0.0,0.41047262315663463,0.40697377410693847,0.40697377410693847,0
HS000768,Leafy Vegetables,219,Cuttack,Visakhapatnam,rail,416.7,7.58,2,8,20,22.1,2,0,0.608,0.914,14.0,850.24,0,22.1,0,HS000768,6,5.523333333333333,2.29,7.86,2.035305054940577,0,100.0,0.1666666666666666,1.0,0.039165722796764356,0.0,0.0,0.0221,0.06126572279676436,0.23834578636031534,0.23834578636031534,0
HS000769,Fish,351,Jamshedpur,Ranchi,road,109.3,2.28,-2,4,12,26.1,0,0,0.036,0.788,3.6,259.6,0,32.6,0,HS000769,6,0.57,-1.83,2.9,1.5528940723693938,0,100.0,0.5,1.0,0.005066629333466254,0.0,0.0,0.032600000000000004,0.03766662933346626,-0.02503007644531048,0.01,1
HS000770,Leafy Vegetables,311,Bhubaneswar,Cuttack,rail,19.5,0.35,2,8,0,8.5,0,0,0.957,0.966,22.5,24.19,0,31.5,0,HS000770,6,4.778333333333333,3.62,6.33,1.076854988690059,0,100.0,0.0,1.0,0.18242552380635635,0.0,0.0,0.0315,0.21392552380635635,0.3951703796060492,0.3951703796060492,1
